window|hide layer 1|hyde layer 2|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
4|7|3|1,507191|5,227461|7,450400|7,869120|8,798195|12,069155|17,033872|17,416839|8,798195
4|7|4|1,522736|4,442643|6,327293|6,795535|7,652873|12,021820|16,375541|15,227944|7,652873
4|7|5|1,522509|4,841293|7,160350|7,599850|8,526180|12,138209|18,665323|17,698522|8,526180
4|7|6|1,496945|5,295785|7,781122|8,339614|9,057537|12,229348|18,557724|19,350702|9,057537
4|7|7|1,503506|5,290579|8,121134|8,538765|9,604039|12,124158|18,165999|17,808295|9,604039
4|7|8|1,551356|4,848699|7,055632|7,470109|8,372761|12,091659|17,656404|17,143087|8,372761
4|7|9|1,567333|5,030550|7,649335|8,057443|9,039248|12,093191|18,112751|17,885110|9,039248
4|7|10|1,476775|5,349635|8,081302|8,516479|9,561732|12,199036|19,552900|19,134132|9,561732
4|7|11|1,469682|4,808946|6,760810|7,192574|8,086093|12,098368|17,796649|17,008642|8,086093
4|7|12|1,553974|6,173161|7,777429|8,214709|8,929238|12,264302|18,027667|19,460541|8,929238
4|7|13|1,448041|3,522867|3,933091|4,422976|4,892075|11,932074|13,888241|12,009505|4,892075
4|7|14|1,513470|5,276243|7,412680|7,847388|8,754384|12,283295|19,587142|19,510714|8,754384
4|7|15|1,466487|3,841723|4,874193|5,364697|6,042736|11,986826|15,325368|13,710289|6,042736
4|8|1|1,777045|7,019367|10,484502|10,894435|12,326126|12,212231|19,093892|19,619828|12,326126
4|8|2|1,536064|5,689812|8,228777|8,684947|9,520505|12,360621|19,226370|20,360387|9,520505
4|8|3|1,549775|6,621755|9,049486|9,452862|10,394821|12,391940|19,526308|21,686316|10,394821
4|8|4|1,510795|5,259840|7,993258|8,379803|9,349812|12,071544|16,925166|17,311799|9,349812
4|8|5|1,539216|5,637365|8,084393|8,522849|9,470347|12,173742|18,596895|18,993452|9,470347
4|8|6|1,492765|5,035888|7,681697|8,102591|9,067862|12,152507|18,703207|17,874182|9,067862
4|8|7|1,514555|4,571459|6,520740|6,979985|7,961138|12,003585|15,655730|14,787654|7,961138
4|8|8|1,441520|4,843818|7,579441|7,985883|8,774830|12,133234|17,063421|17,385331|8,774830
4|8|9|1,501996|5,050593|7,423896|7,851321|8,821946|12,237625|19,981308|18,484811|8,821946
4|8|10|1,508044|4,957129|7,116217|7,578613|8,373220|12,133911|17,501901|17,141576|8,373220
4|8|11|1,556012|5,659743|7,516623|7,935359|8,737647|12,315186|18,891813|19,679656|8,737647
4|8|12|1,540121|5,078682|7,839439|8,228590|9,204885|12,056871|16,900174|17,093851|9,204885
4|8|13|1,519942|4,906796|6,663694|7,164458|8,086962|12,040135|16,395097|15,508505|8,086962
4|8|14|1,537443|6,083390|8,099341|8,534346|9,355877|12,317475|18,650122|19,780504|9,355877
4|8|15|1,487050|4,760380|6,391500|6,830140|7,623636|12,110203|16,987411|16,301610|7,623636
4|9|1|1,752268|7,527611|11,748584|12,158715|13,619859|12,263352|19,752773|20,727932|13,619859
4|9|2|1,531268|5,339135|7,515731|7,938551|8,773258|12,129075|17,353874|17,798492|8,773258
4|9|3|1,464346|5,353182|7,981588|8,377898|9,343459|12,406445|22,620005|21,127826|9,343459
4|9|4|1,531863|4,742853|6,061177|6,590288|7,158972|12,194818|19,284445|18,040789|7,158972
4|9|5|1,502251|5,600252|8,095690|8,512512|9,551741|12,378904|24,416199|22,379243|9,551741
4|9|6|1,531286|5,421166|8,443430|8,797548|9,830935|12,108445|18,880640|19,432562|9,830935
4|9|7|1,548254|4,797407|6,903497|7,318508|8,258800|12,039047|16,449103|16,234679|8,258800
4|9|8|1,520579|5,430448|8,234491|8,624390|9,550190|12,186892|17,652246|18,176181|9,550190
4|9|9|1,501415|5,498115|8,388212|8,797855|9,801920|12,405746|22,075070|21,115040|9,801920
4|9|10|1,518932|5,229330|7,261281|7,660981|8,533873|12,079622|17,485033|17,591651|8,533873
4|9|11|1,465816|4,898517|6,880773|7,305252|8,161502|12,354956|19,616386|18,700153|8,161502
4|9|12|1,454470|3,777199|4,715773|5,199584|5,778441|11,977148|15,355172|13,650582|5,778441
4|9|13|1,523491|6,399171|8,876655|9,267411|10,140644|12,405431|19,780431|21,787235|10,140644
4|9|14|1,506329|5,595036|8,215173|8,617016|9,633142|12,311662|20,012012|20,152220|9,633142
4|9|15|1,486837|3,608569|3,632285|4,116455|4,528003|11,894412|13,116001|11,353050|4,528003
4|10|1|2,164430|9,645077|13,726650|14,177035|15,821894|12,091074|17,187140|19,135930|15,821894
4|10|2|1,521499|4,755784|7,004899|7,429582|8,230704|12,014102|15,948834|15,871868|8,230704
4|10|3|1,492453|5,216474|7,750785|8,162657|9,204967|12,079210|17,453506|17,920603|9,204967
4|10|4|1,564821|6,078501|9,837790|10,368262|11,126867|12,332771|22,284915|25,280749|11,126867
4|10|5|1,484896|5,535004|8,418553|8,800661|9,733193|12,248754|18,665966|19,183679|9,733193
4|10|6|1,544528|5,400467|8,120729|8,523526|9,613603|12,200747|19,044886|18,596723|9,613603
4|10|7|1,493526|5,134053|7,530699|7,934944|8,886951|12,231572|19,295148|18,552324|8,886951
4|10|8|1,546132|5,225696|7,420314|7,861803|8,828315|12,105184|17,040244|16,907350|8,828315
4|10|9|1,504293|4,651851|6,811402|7,252389|8,284821|11,995979|15,463192|15,081320|8,284821
4|10|10|1,450294|4,967900|7,149829|7,580583|8,484881|12,245576|18,422795|17,875161|8,484881
4|10|11|1,544341|5,570769|8,391418|8,797326|9,863520|12,154594|18,489137|19,036570|9,863520
4|10|12|1,577093|5,312762|8,326551|8,736157|9,643386|12,094058|16,810431|17,699251|9,643386
4|10|13|1,532535|4,993913|7,112331|7,537060|8,483959|12,063131|16,617804|16,475039|8,483959
4|10|14|1,510932|5,496536|7,883506|8,299188|9,173146|12,336542|19,527385|20,207625|9,173146
4|10|15|1,512977|5,039523|7,291638|7,741651|8,767216|12,167528|18,458767|17,559645|8,767216
4|11|1|2,116328|7,185319|8,962007|9,397205|10,181141|12,190911|16,404982|17,232163|10,181141
4|11|2|1,506303|5,110722|7,493953|7,951252|8,870566|12,138678|17,706708|18,026550|8,870566
4|11|3|1,497308|5,281649|7,617422|8,172344|8,674337|12,136152|18,212356|19,429190|8,674337
4|11|4|1,530421|5,618739|7,833475|8,254523|9,251215|12,223158|19,392135|19,676288|9,251215
4|11|5|1,467274|5,110109|7,854137|8,252617|9,297523|12,086978|18,539854|18,211385|9,297523
4|11|6|1,568432|5,394291|9,624787|10,145609|11,226397|12,064040|19,985364|20,875582|11,226397
4|11|7|1,528549|5,235631|8,017534|8,434015|9,494678|12,198920|18,921890|18,422291|9,494678
4|11|8|1,508119|5,769856|8,013940|8,468949|9,356627|12,216414|19,121486|19,777519|9,356627
4|11|9|1,540033|4,963876|6,737949|7,170316|8,074485|12,073381|16,824349|16,163130|8,074485
4|11|10|1,517816|5,531000|8,057912|8,471177|9,320541|12,176616|17,581802|18,050295|9,320541
4|11|11|1,500997|4,989823|7,116574|7,517346|8,460666|12,205783|17,969440|17,059964|8,460666
4|11|12|1,431238|3,682123|4,625490|5,105009|5,569444|11,989051|15,469855|13,898917|5,569444
4|11|13|1,508734|5,197574|7,312471|7,730490|8,695795|12,124029|17,892534|17,296719|8,695795
4|11|14|1,532066|5,098287|7,026687|7,458275|8,364227|12,146412|18,683443|17,818655|8,364227
4|11|15|1,578446|5,595573|7,075446|7,665515|8,250004|12,090113|16,115207|16,397810|8,250004
4|12|1|1,922066|6,970437|8,503266|9,321713|9,763552|12,079810|16,023401|16,302506|9,763552
4|12|2|1,533231|4,937566|7,406317|7,784104|8,718718|12,023786|16,555809|16,696051|8,718718
4|12|3|1,520138|4,774830|7,292444|7,700764|8,704881|12,083068|17,207666|16,913836|8,704881
4|12|4|1,533710|5,283043|7,253860|7,649161|8,610817|12,023648|16,203340|16,167417|8,610817
4|12|5|1,521102|5,847272|8,467666|8,865905|9,854332|12,215660|18,865544|19,822189|9,854332
4|12|6|1,500922|4,982998|7,154114|7,586092|8,445306|12,443695|16,742454|16,668792|8,445306
4|12|7|1,453188|5,148582|7,570508|7,983821|9,097202|12,081365|16,339567|16,396518|9,097202
4|12|8|1,525119|5,383273|7,406732|7,834849|8,737419|12,090225|16,396625|16,372481|8,737419
4|12|9|1,549091|4,550095|6,602055|7,075834|7,733131|12,036003|16,091990|16,176974|7,733131
4|12|10|1,607267|4,863235|7,636742|8,028280|9,029210|12,327962|17,139011|16,868240|9,029210
4|12|11|1,517942|4,646531|6,953850|7,384998|8,355363|12,014422|16,169455|15,826173|8,355363
4|12|12|1,536057|4,756827|5,823415|6,302318|7,215913|12,019739|15,563281|14,568595|7,215913
4|12|13|1,530690|5,182516|7,771042|8,183248|9,145950|12,088016|18,079436|18,329103|9,145950
4|12|14|1,534941|5,213733|7,271165|7,699648|8,638777|12,078384|17,879925|17,670791|8,638777
4|12|15|1,550753|5,768202|7,794862|8,211024|9,038777|12,348648|19,050447|20,157080|9,038777
4|13|1|1,754532|6,678527|7,636039|8,152658|8,941860|12,042603|15,200755|15,368243|8,941860
4|13|2|1,526652|5,856597|8,108291|8,532014|9,513080|12,221851|20,727585|20,917763|9,513080
4|13|3|1,523622|5,496667|8,189123|8,572976|9,667193|12,322679|19,723999|19,057412|9,667193
4|13|4|1,536870|5,518302|8,236680|8,665873|9,737315|12,348951|20,992328|19,291910|9,737315
4|13|5|1,557494|5,233810|8,042796|8,437472|9,500113|12,082171|18,410223|18,673718|9,500113
4|13|6|1,512631|4,691571|5,547776|6,028217|6,701425|12,082519|15,477669|15,044098|6,701425
4|13|7|1,480276|4,178052|5,855157|6,337843|7,051199|12,040967|17,220358|15,539190|7,051199
4|13|8|1,520981|5,650110|8,305925|8,675777|9,684728|12,100002|17,110747|17,575168|9,684728
4|13|9|1,513965|5,420884|7,817079|8,220294|9,280048|12,170176|19,141953|19,236808|9,280048
4|13|10|1,577606|5,293927|8,146104|8,497706|9,512131|12,086826|17,691776|18,105136|9,512131
4|13|11|1,498587|5,043421|7,280611|7,701185|8,621860|12,172080|18,056527|17,503973|8,621860
4|13|12|1,548597|5,628934|7,708917|8,080749|9,065102|12,065342|17,176624|17,525645|9,065102
4|13|13|1,526347|4,753864|6,765363|7,190776|8,118976|12,044168|17,043418|16,516802|8,118976
4|13|14|1,541052|5,377317|7,668245|8,084040|8,935030|12,252321|18,722937|18,841850|8,935030
4|13|15|1,496694|5,551818|8,198855|8,640321|9,608012|12,391531|22,089747|21,460250|9,608012
4|14|1|1,602234|5,366887|5,560093|6,070601|6,413419|12,088587|15,647715|15,455303|6,413419
4|14|2|1,487084|5,638680|7,791742|8,342532|8,757021|12,280534|20,132632|22,216985|8,757021
4|14|3|1,502926|4,971357|7,522610|7,945424|8,933050|12,137942|17,788139|17,835944|8,933050
4|14|4|1,534571|5,420162|7,799273|8,189260|9,189884|12,114981|18,740595|19,062906|9,189884
4|14|5|1,537641|5,133253|7,201341|7,626499|8,572076|12,070429|16,945587|16,468879|8,572076
4|14|6|1,553478|5,059383|7,845858|8,230561|9,209063|12,031666|16,872990|17,122684|9,209063
4|14|7|1,535183|5,183483|7,651297|8,062002|8,960534|12,175915|17,932094|17,750534|8,960534
4|14|8|1,513442|5,185919|7,623237|8,038075|8,956595|12,120280|17,461862|17,807151|8,956595
4|14|9|1,517730|5,430299|7,801361|8,191766|9,118057|12,235827|18,108489|18,210823|9,118057
4|14|10|1,532538|5,409430|8,146234|8,544332|9,517064|12,127747|18,525230|19,485379|9,517064
4|14|11|1,518972|5,020792|7,387772|7,936115|8,781499|12,128960|17,082203|16,922702|8,781499
4|14|12|1,531647|6,647656|9,271099|9,701326|10,680299|12,360756|19,817054|21,817113|10,680299
4|14|13|1,542323|5,310659|7,375463|7,768462|8,750124|12,039176|17,578450|17,837303|8,750124
4|14|14|1,552493|5,133177|6,990359|7,476735|8,487851|12,047100|16,002566|15,369219|8,487851
4|14|15|1,556024|4,675730|6,749540|7,163302|8,024499|12,016546|16,594916|16,265205|8,024499
4|15|1|1,820651|7,652474|11,461047|11,840704|13,241061|12,310880|20,004251|21,373912|13,241061
4|15|2|1,502083|5,444998|7,463397|7,886279|8,748188|12,285885|19,083027|19,375464|8,748188
4|15|3|1,540293|5,334468|7,972976|8,371257|9,374182|12,112906|19,205850|19,362765|9,374182
4|15|4|1,498059|4,971358|7,040862|7,447780|8,336410|12,085891|17,238530|16,997584|8,336410
4|15|5|1,544427|5,766384|9,077224|9,438356|10,502539|12,131676|18,614061|19,308788|10,502539
4|15|6|1,518414|5,329833|8,145269|8,530280|9,492342|12,085251|17,213092|17,743914|9,492342
4|15|7|1,513262|5,135007|7,476840|7,879424|8,854569|12,188918|19,454791|18,810206|8,854569
4|15|8|1,493386|5,888329|8,035630|8,556328|9,162985|12,374970|20,884050|24,305256|9,162985
4|15|9|1,512535|5,001042|7,369265|7,815155|8,829269|12,173736|18,179388|17,243508|8,829269
4|15|10|1,520687|5,466761|7,756520|8,157984|9,100917|12,148393|19,339535|19,292598|9,100917
4|15|11|1,499650|5,227676|7,674852|8,078840|8,940745|12,069543|16,506709|17,059957|8,940745
4|15|12|1,497824|5,126984|7,420032|7,880938|8,812585|12,262266|19,903656|18,872620|8,812585
4|15|13|1,537646|4,852909|7,128211|7,510204|8,460892|11,994315|16,121502|16,135134|8,460892
4|15|14|1,499752|5,486156|8,281234|8,683333|9,699198|12,192066|19,161738|19,647140|9,699198
4|15|15|1,558533|6,240517|8,549316|8,936253|9,773114|12,469854|19,496268|21,929676|9,773114
5|1|1|2,403508|10,429438|14,195880|14,433852|14,587826|12,176191|17,020313|18,578460|14,587826
5|1|2|2,515155|7,470424|11,302734|11,373782|10,875572|12,589090|20,853781|20,637350|10,875572
5|1|3|2,096057|10,270896|13,554134|13,878313|14,038613|12,202194|17,084125|18,614421|14,038613
5|1|4|2,197655|9,292174|12,241309|12,584680|12,877183|12,172404|16,590554|17,514777|12,877183
5|1|5|2,349233|10,023947|13,429642|13,698168|13,879534|12,179382|16,808928|17,769024|13,879534
5|1|6|2,162547|9,248421|12,118790|12,414280|12,312886|12,189779|16,832260|17,902426|12,312886
5|1|7|2,225206|10,061967|13,527555|13,750457|13,725828|12,196424|17,397466|19,791890|13,725828
5|1|8|1,859997|7,975730|11,440432|11,637181|11,306475|12,510294|20,076687|22,517911|11,306475
5|1|9|2,217419|9,230290|12,521129|12,730133|12,833859|12,253383|18,295815|20,583687|12,833859
5|1|10|2,429961|10,903228|14,333839|14,657319|15,148810|12,141064|16,677806|18,134215|15,148810
5|1|11|2,249434|11,394116|15,529146|15,735259|15,727521|12,259320|17,529126|20,262636|15,727521
5|1|12|2,905244|11,615140|14,650370|15,012562|15,902307|12,010447|15,742726|17,183180|15,902307
5|1|13|2,261210|11,549022|15,758016|16,006076|16,323340|12,283627|17,734323|20,162244|16,323340
5|1|14|2,577585|10,939670|14,183445|14,511934|15,230576|12,054189|16,262994|17,819208|15,230576
5|1|15|2,286367|9,521808|12,607446|12,894417|13,125343|12,143362|17,040705|18,169427|13,125343
5|2|1|1,993012|9,797810|13,981752|14,152891|14,150460|12,196891|17,549792|19,304470|14,150460
5|2|2|1,528203|5,812694|8,883671|9,184405|9,374711|12,275017|21,148909|19,900339|9,374711
5|2|3|1,505387|5,430360|8,435692|8,746260|9,102453|12,007122|16,831426|16,576912|9,102453
5|2|4|1,544776|5,206707|7,872314|8,225380|8,541146|12,157473|20,240355|18,152071|8,541146
5|2|5|1,556059|5,284665|7,454031|7,783682|7,761746|12,304624|19,920311|18,524646|7,761746
5|2|6|1,567084|5,482651|7,257856|7,568235|7,401682|12,099507|17,312897|16,566268|7,401682
5|2|7|1,557056|4,649484|6,560128|6,903026|6,843887|12,059970|17,503343|16,147844|6,843887
5|2|8|1,555436|4,599613|5,428591|5,835781|5,732179|12,116951|16,773814|15,138984|5,732179
5|2|9|1,547236|4,193594|4,187035|4,623829|4,655423|12,011104|15,954946|13,478742|4,655423
5|2|10|1,572007|3,913426|4,038707|4,393331|4,103699|11,939151|14,065485|12,161853|4,103699
5|2|11|1,566812|5,756468|8,301780|8,756008|9,170616|12,271203|22,359301|21,797719|9,170616
5|2|12|1,543867|4,626302|4,573252|5,014113|4,912231|12,075417|16,149110|14,346648|4,912231
5|2|13|1,566300|4,284163|4,550051|4,913948|4,628490|12,061811|15,822331|13,900749|4,628490
5|2|14|1,544073|5,726279|7,585098|7,914165|7,762450|12,242330|18,864615|18,723968|7,762450
5|2|15|1,544445|5,739633|7,791474|8,091558|7,849835|12,301606|19,137454|19,004470|7,849835
5|3|1|1,819092|7,364196|10,871544|11,167154|11,516876|12,048525|16,286824|16,337052|11,516876
5|3|2|1,486519|4,823508|7,108349|7,414012|7,254066|12,062043|16,722727|15,932031|7,254066
5|3|3|1,521188|5,701429|8,409344|8,749654|8,958190|12,329822|22,445536|20,519995|8,958190
5|3|4|1,506002|5,042770|7,594201|7,919043|8,095670|12,103997|18,786579|17,258941|8,095670
5|3|5|1,529221|5,356078|7,347923|7,713401|7,995218|12,202088|19,601192|18,207670|7,995218
5|3|6|1,552866|3,821061|3,993679|4,405329|4,424650|11,932006|14,143968|11,918663|4,424650
5|3|7|1,534741|5,060259|7,264701|7,643084|7,789451|12,174776|19,294600|18,126543|7,789451
5|3|8|1,541788|4,691423|7,016832|7,392137|7,801582|12,165407|19,340617|16,644867|7,801582
5|3|9|1,485410|6,038212|8,738390|9,074952|9,324856|12,457678|22,303041|22,050850|9,324856
5|3|10|1,537559|4,984228|7,039752|7,382667|7,602310|12,090650|17,549407|15,932989|7,602310
5|3|11|1,556520|4,837731|6,800019|7,112978|7,040729|12,202343|18,340695|17,102526|7,040729
5|3|12|1,527723|4,919573|6,889258|7,208897|7,337435|12,069184|17,401532|15,785271|7,337435
5|3|13|1,561971|5,483651|6,860741|7,220739|7,178848|12,203108|18,633883|18,027720|7,178848
5|3|14|1,478563|4,003953|4,988716|5,364195|5,449883|12,098768|17,643289|14,500612|5,449883
5|3|15|1,510475|3,895659|4,666286|5,023434|5,044376|12,016647|16,182812|13,373790|5,044376
5|4|1|2,107728|11,678220|17,370124|17,561656|18,192147|12,581662|20,801756|24,890494|18,192147
5|4|2|1,549731|5,572042|8,042515|8,360306|8,418863|12,154702|18,694820|18,360506|8,418863
5|4|3|1,547236|5,264327|7,633202|7,973414|8,182846|12,143347|19,234676|18,207028|8,182846
5|4|4|1,534455|5,346161|7,855177|8,188497|8,368108|12,067229|17,885287|17,357364|8,368108
5|4|5|1,533509|5,672930|8,438162|8,769493|9,046776|12,164662|19,282301|18,314682|9,046776
5|4|6|1,458448|5,884151|9,040766|9,311802|9,245602|12,164202|18,153627|18,167928|9,245602
5|4|7|1,530368|5,944479|8,453701|8,829440|9,310880|12,273918|20,805591|19,756954|9,310880
5|4|8|1,535844|4,020172|4,915799|5,454617|5,871339|11,907404|13,260241|11,702776|5,871339
5|4|9|1,539713|5,380922|7,597203|7,949306|7,955279|12,349865|20,596836|19,986801|7,955279
5|4|10|1,564217|4,079994|5,465136|5,866117|5,960584|12,029165|15,877962|14,234388|5,960584
5|4|11|1,450413|4,914793|7,414507|7,725212|7,944399|12,114873|18,644710|17,129514|7,944399
5|4|12|1,586428|5,754527|8,356659|8,636561|8,534563|12,425981|20,799387|19,799807|8,534563
5|4|13|1,480797|5,732853|8,578691|8,971796|9,476184|12,314632|22,179325|20,165270|9,476184
5|4|14|1,511702|6,049249|8,738924|9,102246|9,402697|12,478778|24,704104|22,714714|9,402697
5|4|15|1,471957|4,177944|4,913362|5,350591|5,426612|12,036307|16,608858|14,427662|5,426612
5|5|1|1,936836|10,955993|17,647343|17,892251|18,927122|12,179222|18,285448|20,767422|18,927122
5|5|2|1,513301|5,269796|8,128915|8,422219|8,526644|12,159644|19,559046|18,232333|8,526644
5|5|3|1,524749|5,549801|8,194741|8,483657|8,620639|12,065648|17,152152|16,515187|8,620639
5|5|4|1,564003|5,112111|6,869311|7,474426|8,176083|12,114883|20,363837|19,821461|8,176083
5|5|5|1,485782|5,220727|7,994834|8,275667|8,282010|12,099300|17,928151|17,621861|8,282010
5|5|6|1,521907|5,195918|8,048572|8,378069|8,546507|12,091441|18,506359|17,446813|8,546507
5|5|7|1,482662|5,020095|7,292299|7,582828|7,689340|12,040808|17,060639|15,978463|7,689340
5|5|8|1,513235|5,118450|7,893308|8,232693|8,498834|12,058570|17,296697|16,573470|8,498834
5|5|9|1,495798|5,420443|8,236122|8,504660|8,546113|12,097553|17,637272|17,013162|8,546113
5|5|10|1,518427|5,120639|7,364936|7,678977|7,632064|12,105118|18,292801|16,947393|7,632064
5|5|11|1,534592|5,071818|6,519174|6,924720|6,843795|12,106328|17,941221|16,527978|6,843795
5|5|12|1,466998|5,779337|9,052464|9,280919|8,960561|12,132610|16,943998|17,161710|8,960561
5|5|13|1,497764|4,768343|7,109758|7,433759|7,179637|12,150740|17,978924|17,249747|7,179637
5|5|14|1,554536|4,090546|5,214328|5,624101|5,716817|12,025116|15,043216|13,562422|5,716817
5|5|15|1,503420|5,494780|7,674856|8,016120|8,135044|12,194461|19,447052|18,600124|8,135044
5|6|1|2,066241|8,511107|10,974490|11,365260|11,607326|12,184637|16,657061|17,311981|11,607326
5|6|2|1,539406|5,068467|7,481320|7,775823|7,820206|12,104215|17,822692|17,160120|7,820206
5|6|3|1,522656|5,138947|7,537551|7,899581|8,138393|12,316987|23,284213|19,122005|8,138393
5|6|4|1,555083|5,644190|7,795803|8,133905|8,163436|12,227170|19,644809|18,723718|8,163436
5|6|5|1,532369|5,461038|8,467199|8,908680|9,393172|12,122821|19,519555|18,987730|9,393172
5|6|6|1,499625|6,014160|9,037057|9,401348|9,838763|12,454818|25,884915|21,712447|9,838763
5|6|7|1,473725|5,157821|6,803256|7,182431|7,298434|12,077158|16,979191|16,460711|7,298434
5|6|8|1,587011|5,384547|7,757000|8,087753|8,124285|12,254541|20,573180|18,766579|8,124285
5|6|9|1,536985|6,125072|9,176748|9,496186|9,663691|12,252898|19,737475|19,623932|9,663691
5|6|10|1,530631|5,501014|7,919776|8,216817|8,076675|12,314151|20,910351|19,857920|8,076675
5|6|11|1,470081|5,657570|7,939935|8,273786|8,635968|12,191056|19,875286|18,814341|8,635968
5|6|12|1,451979|3,355582|3,545259|3,930128|3,751560|11,897765|13,524402|11,230329|3,751560
5|6|13|1,549651|6,688480|9,385292|9,653654|9,550809|12,246944|19,095866|19,821736|9,550809
5|6|14|1,497369|4,135716|4,564564|5,021431|5,076702|12,019917|15,296854|13,683636|5,076702
5|6|15|1,478045|3,731040|5,041583|5,481552|5,741044|11,998495|15,318240|13,198637|5,741044
5|7|1|1,761685|8,450278|13,396905|13,733406|14,734486|12,405759|25,411107|24,813434|14,734486
5|7|2|1,544949|6,170541|9,485042|9,735854|9,679371|12,157188|18,749160|19,158953|9,679371
5|7|3|1,537251|5,836447|8,532166|8,829522|8,836830|12,332153|20,715936|20,800749|8,836830
5|7|4|1,497276|5,411254|7,897078|8,399070|8,773184|12,302366|22,680737|21,198317|8,773184
5|7|5|1,561783|5,128413|7,761689|8,097506|8,394339|12,115352|18,089673|17,002078|8,394339
5|7|6|1,498212|4,706023|6,996972|7,351655|7,576062|12,080887|16,719563|15,643641|7,576062
5|7|7|1,546650|5,841179|8,477406|8,771607|8,787309|12,316345|19,691056|19,246297|8,787309
5|7|8|1,529056|5,090477|7,931048|8,236035|8,501885|12,203172|18,632705|17,245040|8,501885
5|7|9|1,582816|6,039458|8,183292|8,598082|8,923217|12,227210|19,343452|18,757656|8,923217
5|7|10|1,519021|5,099878|7,313296|7,608684|7,641725|12,087319|17,187691|16,552832|7,641725
5|7|11|1,497589|6,022512|9,072968|9,374039|9,422411|12,464055|22,334496|21,814902|9,422411
5|7|12|1,535673|4,839625|6,455008|6,809541|6,791878|12,106854|17,787677|16,595540|6,791878
5|7|13|1,509541|5,130549|6,895660|7,232416|7,163956|12,192606|19,442303|18,472701|7,163956
5|7|14|1,531079|5,600674|8,820652|9,091361|8,947905|12,144063|17,627726|17,523701|8,947905
5|7|15|1,474493|4,322511|5,116562|5,549359|5,699260|12,045362|17,273866|14,752421|5,699260
5|8|1|1,815120|7,968977|12,175209|12,380777|12,768224|12,090175|17,022113|17,410622|12,768224
5|8|2|1,522984|5,690048|8,687225|8,971682|9,065500|12,174257|18,870916|18,213874|9,065500
5|8|3|1,571005|6,044201|8,280479|8,607170|8,375828|12,306364|19,440030|20,290712|8,375828
5|8|4|1,523078|5,066998|7,817622|8,124008|8,394905|12,096803|18,656597|17,776208|8,394905
5|8|5|1,528740|5,877513|8,994088|9,270965|9,372650|12,239472|20,384265|19,623916|9,372650
5|8|6|1,528567|5,795611|8,976845|9,324641|9,724026|12,112167|18,876080|18,166287|9,724026
5|8|7|1,540149|5,382840|7,544814|7,894089|7,976731|12,237534|19,822911|18,853079|7,976731
5|8|8|1,508208|5,781397|8,459784|8,793292|9,100018|12,065991|16,934280|16,659060|9,100018
5|8|9|1,553485|4,575046|6,901127|7,164608|7,162680|12,170738|18,540142|16,861275|7,162680
5|8|10|1,461269|4,892550|7,052606|7,471788|7,482206|12,140562|18,445510|17,372740|7,482206
5|8|11|1,551715|5,734395|7,864932|8,201475|8,108625|12,202688|18,193140|18,075850|8,108625
5|8|12|1,566824|5,506818|7,530816|7,847186|8,110301|12,095071|18,676055|17,573287|8,110301
5|8|13|1,546421|5,156389|8,167512|8,454439|8,571461|12,055531|17,625171|17,076338|8,571461
5|8|14|1,521884|6,314940|8,842411|9,193739|9,360523|12,327907|21,797250|21,953495|9,360523
5|8|15|1,513661|5,454091|7,842093|8,161050|8,210231|12,229257|20,152030|18,406807|8,210231
5|9|1|1,739218|8,106762|12,977612|13,296214|14,251137|12,325313|22,235939|21,827492|14,251137
5|9|2|1,523542|5,519128|8,413797|8,721522|8,943927|12,110065|18,825869|18,110935|8,943927
5|9|3|1,583207|5,176234|7,946116|8,181539|8,254481|12,046452|17,963435|17,421792|8,254481
5|9|4|1,557526|5,528900|7,622226|7,947377|7,857233|12,264153|19,769747|19,282108|7,857233
5|9|5|1,500660|5,252174|8,494924|8,885225|8,769701|12,161415|18,768461|19,270848|8,769701
5|9|6|1,499521|5,333850|7,609128|7,964429|8,202332|12,125861|18,515640|17,087129|8,202332
5|9|7|1,514008|5,203883|7,489076|7,759632|7,808027|12,178436|19,547317|18,691674|7,808027
5|9|8|1,557745|5,106555|7,057959|7,407521|7,375406|12,165262|17,726670|16,751362|7,375406
5|9|9|1,533487|5,177338|8,044869|8,322860|8,348503|12,127746|18,063105|17,380588|8,348503
5|9|10|1,560686|6,052674|8,364489|8,640363|8,455959|12,317513|20,080020|19,998723|8,455959
5|9|11|1,544092|5,887997|8,238365|8,512071|8,146371|12,372247|19,930730|20,566335|8,146371
5|9|12|1,466581|3,640573|4,123704|4,556276|4,478339|11,905447|13,737300|11,772189|4,478339
5|9|13|1,545918|6,525967|9,207587|9,487565|9,420328|12,459310|20,612130|21,447795|9,420328
5|9|14|1,491990|5,476295|7,767518|8,067077|8,095989|12,076869|17,654804|16,996708|8,095989
5|9|15|1,492291|5,391433|7,425279|7,713257|7,586340|12,204365|19,137181|18,308507|7,586340
5|10|1|1,829258|8,018778|12,750897|13,020507|13,650980|12,393360|21,481891|21,477788|13,650980
5|10|2|1,551714|5,803190|9,107084|9,350060|9,193290|12,173204|18,579213|18,668900|9,193290
5|10|3|1,532761|5,895694|8,005718|8,372963|8,569467|12,230098|20,849490|20,745075|8,569467
5|10|4|1,568566|5,436759|8,352747|8,648021|8,872114|12,049637|17,923389|17,642730|8,872114
5|10|5|1,485604|5,589449|8,452374|8,732392|8,744424|12,183316|19,564578|18,181032|8,744424
