window|hide layer 1|hyde layer 2|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
3|3|15|1,563085|5,170385|7,083839|7,615402|8,199656|12,197968|16,648352|17,048977|8,199656
3|4|1|1,978983|9,405018|13,922492|14,371583|15,706489|12,320740|18,296579|21,975202|15,706489
3|4|2|1,489587|5,419651|7,876164|8,419521|9,321803|12,286620|19,594877|19,768471|9,321803
3|4|3|1,513717|5,141932|7,275871|7,807199|8,528940|12,132021|16,581706|16,841120|8,528940
3|4|4|1,526178|4,812567|6,993886|7,527682|8,250892|12,131449|17,012766|16,975639|8,250892
3|4|5|1,526642|4,524147|6,133401|6,682797|7,296377|12,046405|15,504649|15,210509|7,296377
3|4|6|1,504660|5,247723|7,636170|8,167781|8,957509|12,177549|17,538045|17,967563|8,957509
3|4|7|1,545601|5,682180|8,246378|8,782765|9,568752|12,357082|19,673255|21,186752|9,568752
3|4|8|1,522444|4,956865|7,272698|7,804235|8,545723|12,138995|16,992264|17,202113|8,545723
3|4|9|1,537850|4,940127|6,312971|6,872006|7,427247|12,105010|15,977048|16,150885|7,427247
3|4|10|1,525068|5,842766|8,157171|8,694371|9,383887|12,326785|18,443809|20,512019|9,383887
3|4|11|1,552672|5,174452|7,332264|7,874650|8,597387|12,068488|16,337732|17,038790|8,597387
3|4|12|1,566420|5,911804|7,629476|8,180690|8,824875|12,207478|16,757352|18,061237|8,824875
3|4|13|1,510370|6,161410|9,103240|9,638607|10,519121|12,366490|20,006842|21,973599|10,519121
3|4|14|1,543418|5,286933|7,336178|7,877785|8,516754|12,263704|17,890674|18,922282|8,516754
3|4|15|1,481982|5,676859|8,256617|8,801565|9,649523|12,357890|19,595829|20,981185|9,649523
3|5|1|2,082038|9,666607|14,508978|14,943287|16,643681|12,222874|18,014403|20,441585|16,643681
3|5|2|1,499332|5,193642|7,558653|8,099486|8,949307|12,093166|16,990110|17,371550|8,949307
3|5|3|1,511156|4,332260|5,778995|6,315005|6,992741|11,970194|14,851260|14,627995|6,992741
3|5|4|1,562925|5,156701|7,241392|7,783099|8,527346|12,132080|17,141023|17,669181|8,527346
3|5|5|1,505768|5,022590|7,579789|8,108671|8,883106|12,102284|16,752210|17,015711|8,883106
3|5|6|1,525374|5,457315|7,543449|8,087527|8,778489|12,274037|18,247496|19,528378|8,778489
3|5|7|1,536510|5,277705|7,049811|7,593264|8,168004|12,232057|17,181874|18,097487|8,168004
3|5|8|1,465972|3,445298|4,173644|4,726273|5,183953|11,913644|13,396972|12,039661|5,183953
3|5|9|1,525858|5,146062|7,548783|8,067841|8,821808|12,048497|15,900010|16,314186|8,821808
3|5|10|1,571930|6,162681|7,647677|8,208877|8,845884|12,160141|16,284580|17,405382|8,845884
3|5|11|1,567043|5,514325|7,566641|8,111148|8,777785|12,271970|17,815128|19,090000|8,777785
3|5|12|1,522323|5,071528|6,857373|7,407679|8,046585|12,135632|16,534445|16,848263|8,046585
3|5|13|1,516109|4,559712|5,256350|5,825801|6,294942|12,016399|14,679991|14,110948|6,294942
3|5|14|1,567991|5,486701|8,026596|8,561307|9,338229|12,312583|19,359031|20,427165|9,338229
3|5|15|1,553743|4,434557|5,837103|6,380495|6,932653|12,048835|15,598199|15,220611|6,932653
3|6|1|1,779124|7,085726|11,035911|11,526536|12,922355|12,219494|19,620204|20,145018|12,922355
3|6|2|1,533163|4,704530|6,495549|7,038720|7,717433|12,013833|15,405673|15,324850|7,717433
3|6|3|1,513072|5,003558|7,178201|7,724899|8,506239|12,035826|17,355820|18,129693|8,506239
3|6|4|1,546630|6,074785|7,920573|8,469749|9,000797|12,314266|17,542980|19,930324|9,000797
3|6|5|1,534769|5,504097|7,557229|8,099069|8,806401|12,253355|17,783490|18,845929|8,806401
3|6|6|1,509301|4,848701|7,001977|7,522183|8,228241|12,031782|16,018812|16,194405|8,228241
3|6|7|1,539159|4,940027|6,989436|7,518604|8,179659|12,060364|16,153648|16,593050|8,179659
3|6|8|1,564453|4,981367|7,294470|7,824267|8,620837|12,065701|16,265070|16,558606|8,620837
3|6|9|1,523681|6,070555|8,480286|9,023559|9,860327|12,295235|18,403130|20,236970|9,860327
3|6|10|1,521133|5,248101|7,539896|8,085440|8,861780|12,206035|17,669926|18,169963|8,861780
3|6|11|1,508442|5,359729|7,145457|7,699719|8,296769|12,198086|17,143269|18,096360|8,296769
3|6|12|1,508429|5,392812|7,779856|8,315915|9,026384|12,172937|17,165215|17,976919|9,026384
3|6|13|1,525856|5,067611|7,547378|8,069264|8,818441|12,124702|16,863604|17,221554|8,818441
3|6|14|1,536261|5,141284|7,520883|8,049041|8,775134|12,157451|17,181684|17,572179|8,775134
3|6|15|1,546013|5,822881|8,444006|8,988929|9,843286|12,356231|19,755713|21,543482|9,843286
3|7|1|1,778454|6,886597|10,657946|11,152600|12,418776|12,241126|18,621727|19,669861|12,418776
3|7|2|1,524489|6,108130|8,599977|9,136164|9,860508|12,455087|19,707515|22,848716|9,860508
3|7|3|1,523346|5,081929|7,209814|7,752109|8,474895|12,163497|17,231660|17,673788|8,474895
3|7|4|1,558841|5,303337|7,513207|8,049572|8,872453|12,175511|17,213315|17,716883|8,872453
3|7|5|1,507030|4,637999|6,713750|7,255674|7,949242|12,066933|17,574530|17,901887|7,949242
3|7|6|1,509385|4,615271|6,114041|6,700675|7,439037|12,007264|16,660530|16,614417|7,439037
3|7|7|1,535748|5,366909|7,761795|8,293543|9,061354|12,215445|18,496654|19,241450|9,061354
3|7|8|1,561504|5,027618|6,175201|6,735660|7,173408|12,152983|16,212414|16,616017|7,173408
3|7|9|1,534286|5,423036|8,213875|8,731528|9,372436|12,110293|16,391625|17,564987|9,372436
3|7|10|1,563468|4,880170|7,484611|8,005949|8,722994|12,016652|16,065902|16,747239|8,722994
3|7|11|1,538837|5,156298|6,850909|7,390974|7,957200|12,218260|17,197027|17,795325|7,957200
3|7|12|1,545913|5,250329|7,484098|8,017898|8,749360|12,036956|16,223172|17,154339|8,749360
3|7|13|1,537192|4,979707|7,104669|7,629230|8,288713|12,108759|16,410108|16,603637|8,288713
3|7|14|1,520920|5,499818|7,611217|8,163390|8,902876|12,222200|17,584590|18,682146|8,902876
3|7|15|1,545053|5,266180|7,838552|8,367646|9,151464|12,206131|18,040467|18,728407|9,151464
3|8|1|1,909784|8,260692|10,981107|11,489923|12,045858|12,402837|17,295682|20,919586|12,045858
3|8|2|1,536368|5,063904|7,355282|7,887153|8,644031|12,039977|15,846994|16,305373|8,644031
3|8|3|1,532127|5,611877|8,475694|8,988237|9,800549|12,209057|18,037409|18,865281|9,800549
3|8|4|1,514593|5,032418|7,739831|8,270772|9,132125|12,090816|17,279585|17,862369|9,132125
3|8|5|1,537910|5,519644|7,633135|8,173144|8,883219|12,220124|17,561071|18,630634|8,883219
3|8|6|1,494111|4,874283|7,148647|7,681250|8,432590|12,016318|15,316276|15,676388|8,432590
3|8|7|1,521977|5,048831|7,199843|7,736712|8,475033|12,067616|16,509456|17,011609|8,475033
3|8|8|1,530728|4,974217|7,277728|7,819433|8,687664|12,136065|17,595626|17,435272|8,687664
3|8|9|1,524552|4,489240|6,529807|7,061774|7,745236|11,990081|15,335163|15,435648|7,745236
3|8|10|1,600152|5,460499|8,275830|8,799545|9,605525|12,109961|17,276116|18,482216|9,605525
3|8|11|1,543937|5,352716|7,132091|7,679257|8,310300|12,245105|17,552607|18,526178|8,310300
3|8|12|1,502119|5,574238|8,378069|8,906403|9,736429|12,373499|20,779262|21,278867|9,736429
3|8|13|1,536342|5,742382|7,867485|8,393027|9,011481|12,232095|17,265880|18,651905|9,011481
3|8|14|1,581020|4,483253|6,588449|7,115056|7,861347|12,031103|16,202824|15,784784|7,861347
3|8|15|1,525574|5,127018|7,874242|8,403694|9,152418|12,093097|16,343885|16,956198|9,152418
3|9|1|2,352692|7,566540|11,975056|12,501218|13,755099|12,347365|24,516327|25,345976|13,755099
3|9|2|1,556744|5,257211|7,378822|7,932725|8,731968|12,391563|26,778865|25,782133|8,731968
3|9|3|1,587357|7,230085|9,667411|10,166224|10,729933|12,208013|16,458021|18,072335|10,729933
3|9|4|1,531457|6,028391|8,337361|8,881089|9,578624|12,407713|19,060337|22,051688|9,578624
3|9|5|1,587502|6,757621|8,482035|9,021134|9,342143|12,384786|17,069461|19,935695|9,342143
3|9|6|1,556618|5,490312|8,094998|8,629144|9,525918|12,135282|17,315567|18,082242|9,525918
3|9|7|1,520508|5,954471|8,853108|9,379690|10,141546|12,320981|18,889192|20,798787|10,141546
3|9|8|1,555563|6,088970|8,354869|8,889286|9,502981|12,381529|18,199707|20,760904|9,502981
3|9|9|1,550142|5,371553|8,148010|8,659389|9,384846|12,077076|16,510372|17,350035|9,384846
3|9|10|1,527858|4,952876|6,938133|7,470907|8,164651|12,100893|16,408841|16,545070|8,164651
3|9|11|1,598886|4,411734|6,571694|7,106472|7,861101|12,078554|16,970332|16,911544|7,861101
3|9|12|1,558911|4,957376|7,535468|8,051711|8,752459|12,014174|16,093265|16,986055|8,752459
3|9|13|1,611134|5,019005|7,789657|8,298310|9,047579|12,140917|18,947388|19,031861|9,047579
3|9|14|1,554694|5,223944|7,669815|8,204477|9,003845|12,236928|18,525440|18,894273|9,003845
3|9|15|1,565142|5,424248|6,655701|7,234023|7,701417|12,224167|16,737446|17,839624|7,701417
3|10|1|1,836708|8,520482|12,733342|13,202412|14,439365|12,335154|18,251012|21,644325|14,439365
3|10|2|1,570964|5,086333|6,686720|7,236172|7,977356|12,041681|15,420795|15,591710|7,977356
3|10|3|1,534244|4,890617|7,038262|7,573701|8,287742|12,093964|16,870097|17,027170|8,287742
3|10|4|1,514311|5,313123|6,779029|7,331554|7,985512|12,125868|17,624620|18,583325|7,985512
3|10|5|1,523847|5,293553|7,153400|7,705706|8,413214|12,099178|17,104605|18,064396|8,413214
3|10|6|1,534178|5,773721|8,359848|8,879810|9,562283|12,348098|18,895712|20,567036|9,562283
3|10|7|1,519639|5,305836|7,352162|7,882205|8,557601|12,047234|15,941076|16,666367|8,557601
3|10|8|1,543999|5,265829|6,862659|7,399338|7,981505|12,086036|15,734083|16,231776|7,981505
3|10|9|1,526961|5,147513|7,465146|7,995621|8,727374|12,135563|17,265252|17,739989|8,727374
3|10|10|1,551029|6,210842|8,501882|9,034443|9,623024|12,410011|18,171782|21,343148|9,623024
3|10|11|1,562975|5,111562|6,629983|7,167244|7,687291|12,189176|16,530337|16,905622|7,687291
3|10|12|1,524643|5,582520|7,793186|8,325229|9,022055|12,308929|18,095871|19,348382|9,022055
3|10|13|1,601434|6,420136|9,591464|10,270517|11,056458|12,228619|19,269366|22,806712|11,056458
3|10|14|1,572596|6,489470|8,566224|9,102813|9,724661|12,280604|17,096223|19,217302|9,724661
3|10|15|1,512452|5,997547|8,807444|9,320165|10,052253|12,384595|20,138294|22,013184|10,052253
3|11|1|2,273886|9,009666|11,446599|11,976860|13,090190|12,113966|15,678184|16,175750|13,090190
3|11|2|1,543091|4,898656|6,894823|7,426732|8,112714|12,038564|15,688853|15,979315|8,112714
3|11|3|1,533558|6,385051|9,149962|9,665526|10,356378|12,423087|19,964041|23,124198|10,356378
3|11|4|1,521639|5,223949|7,802483|8,323579|9,122095|12,150904|17,251834|17,754350|9,122095
3|11|5|1,530342|5,070438|7,288557|7,827644|8,692581|12,081274|16,869114|17,291101|8,692581
3|11|6|1,530546|5,380563|8,161685|8,679082|9,439542|12,097226|16,907610|17,745667|9,439542
3|11|7|1,548434|5,147308|7,102568|7,656178|8,501721|12,130785|17,531286|17,757372|8,501721
3|11|8|1,546672|4,865248|6,810623|7,352445|8,004714|12,055407|17,529976|18,214104|8,004714
3|11|9|1,525181|4,966525|7,023230|7,559523|8,241604|12,151182|17,144309|17,225464|8,241604
3|11|10|1,524097|5,673658|8,113626|8,645519|9,380749|12,297734|18,465727|19,914130|9,380749
3|11|11|1,594958|5,780777|7,740007|8,272439|9,074716|12,213731|17,072053|17,966766|9,074716
3|11|12|1,557548|4,966661|7,442917|7,973656|8,721336|12,046342|17,067414|17,861773|8,721336
3|11|13|1,515650|5,236524|7,662899|8,182123|8,850557|12,029959|15,489006|16,065860|8,850557
3|11|14|1,552614|6,192568|8,041337|8,591768|9,269479|12,197600|16,676869|18,107577|9,269479
3|11|15|1,549359|4,816916|7,144621|7,665745|8,326208|12,062773|16,567643|16,965361|8,326208
3|12|1|2,060311|10,404112|15,646403|16,083093|17,825041|12,311223|20,524641|24,334382|17,825041
3|12|2|1,533620|5,474333|7,593603|8,133579|8,810322|12,285396|18,402787|19,892369|8,810322
3|12|3|1,529481|5,363148|8,190540|8,712821|9,477625|12,170083|17,859678|18,496530|9,477625
3|12|4|1,565005|4,931199|7,329868|7,857306|8,394492|12,024160|16,429694|17,527221|8,394492
3|12|5|1,499627|5,606180|7,896698|8,429142|9,163257|12,134719|17,022704|18,130135|9,163257
3|12|6|1,548164|5,433111|7,159709|7,708890|8,302288|12,140260|16,410152|17,295436|8,302288
3|12|7|1,541488|6,270469|8,584380|9,119382|9,760158|12,372317|18,105542|21,006811|9,760158
3|12|8|1,543837|5,006638|7,224338|7,761396|8,529300|12,066515|17,054602|17,632614|8,529300
3|12|9|1,531680|5,022472|7,274083|7,803494|8,553209|12,031334|16,420083|17,061864|8,553209
3|12|10|1,524759|5,087905|7,162402|7,729401|8,130272|12,082210|18,459665|20,279005|8,130272
3|12|11|1,554427|4,631390|6,824859|7,350690|8,105051|12,014542|15,513460|15,975674|8,105051
3|12|12|1,518856|5,510411|7,277428|7,830085|8,454466|12,222701|17,133578|18,319211|8,454466
3|12|13|1,521993|5,129798|7,147153|7,676485|8,335237|12,020367|15,658909|16,294714|8,335237
3|12|14|1,559917|4,960082|7,012400|7,548859|8,278049|12,057735|16,890859|17,339838|8,278049
3|12|15|1,512546|5,839577|7,995755|8,540754|9,215580|12,311382|17,977012|19,917954|9,215580
3|13|1|1,772233|7,534032|11,879852|12,369033|13,776225|12,299676|21,251387|22,102010|13,776225
3|13|2|1,561119|5,851352|6,161728|6,741365|7,100218|12,039919|15,227501|15,824150|7,100218
3|13|3|1,543335|5,151051|7,645455|8,176051|8,933012|12,088937|16,845439|17,597730|8,933012
3|13|4|1,548669|6,700692|9,049139|9,581913|10,207998|12,401585|17,970611|21,410654|10,207998
3|13|5|1,534422|5,046050|7,703118|8,223166|9,059246|12,050942|16,088397|16,685981|9,059246
3|13|6|1,529373|5,427600|7,274331|7,813966|8,476545|12,094962|18,180196|19,447213|8,476545
3|13|7|1,543200|5,897289|8,148996|8,701337|9,480977|12,283638|18,751820|20,738216|9,480977
3|13|8|1,549518|6,248010|8,794863|9,320962|10,042788|12,428489|21,084328|24,156565|10,042788
3|13|9|1,538602|5,537228|8,342204|8,845626|9,559668|12,042441|16,557827|17,786344|9,559668
3|13|10|1,578677|4,951509|6,084325|6,660001|7,155094|12,014001|16,838497|17,884197|7,155094
3|13|11|1,529192|5,365351|6,725151|7,261844|7,919818|12,095295|15,995201|16,307331|7,919818
3|13|12|1,525423|4,992242|7,342572|7,871319|8,697163|12,051224|16,065527|16,422469|8,697163
3|13|13|1,581582|5,318042|7,656576|8,178930|8,783282|12,077396|16,939101|18,237983|8,783282
3|13|14|1,543323|5,707023|8,938061|9,433529|10,152943|12,139762|16,713515|17,822497|10,152943
3|13|15|1,548516|5,719265|7,656114|8,201224|8,820651|12,344547|18,058102|19,882277|8,820651
3|14|1|1,946728|7,661647|12,002446|12,483314|13,715953|12,198853|20,194094|22,602407|13,715953
3|14|2|1,551730|5,668064|7,904756|8,451783|9,167070|12,316451|18,495939|20,087927|9,167070
3|14|3|1,628304|5,862998|9,090006|9,617279|9,891021|12,004919|15,132946|15,918521|9,891021
3|14|4|1,579600|6,676954|8,549679|9,105928|9,505845|12,270158|17,289276|20,187099|9,505845
3|14|5|1,549286|5,221925|7,606296|8,126333|8,879234|12,074420|16,905328|17,803185|8,879234
3|14|6|1,558494|5,946816|7,848504|8,392852|8,937497|12,401755|18,120784|20,977554|8,937497
3|14|7|1,565010|5,132908|7,336679|7,865200|8,571581|12,112699|18,105367|19,119007|8,571581
3|14|8|1,553932|4,849905|6,879294|7,411564|7,783573|11,966514|14,633623|15,039515|7,783573
3|14|9|1,500323|5,316128|8,080318|8,609554|9,486580|12,121423|17,426645|18,280715|9,486580
3|14|10|1,542625|5,874289|8,928106|9,438579|10,255787|12,349462|20,031682|21,155496|10,255787
3|14|11|1,548846|5,463909|7,686550|8,228131|8,986660|12,250988|18,083346|18,950820|8,986660
3|14|12|1,542076|5,251372|7,141033|7,679985|8,437071|12,082722|16,811363|17,493317|8,437071
3|14|13|1,568352|5,040691|7,462444|7,988492|8,683813|12,049973|16,669841|17,539254|8,683813
3|14|14|1,552553|5,384444|8,289060|8,803184|9,467899|12,068514|16,181390|17,337530|9,467899
3|14|15|1,521850|5,681297|7,718968|8,251483|8,880046|12,284491|17,564798|18,959559|8,880046
3|15|1|1,705253|7,386329|8,685618|9,239650|9,985702|12,062706|15,078925|15,221085|9,985702
3|15|2|1,526918|6,320239|9,246594|9,766427|10,490491|12,427891|20,091432|22,960484|10,490491
3|15|3|1,562623|4,919294|6,481790|7,038948|7,752838|12,085302|18,384576|18,765642|7,752838
3|15|4|1,560223|5,773620|7,305463|7,861338|8,189573|12,049652|15,671898|16,717246|8,189573
3|15|5|1,540168|6,299652|8,690918|9,228509|9,926376|12,423848|19,093078|22,650329|9,926376
3|15|6|1,554880|4,770368|7,129971|7,661127|8,324692|12,012324|16,422780|17,131206|8,324692
3|15|7|1,547599|5,428273|7,803394|8,326801|9,142341|12,106727|16,919502|17,676084|9,142341
3|15|8|1,560941|4,967318|7,097542|7,637191|8,336061|12,068266|17,610265|18,391527|8,336061
3|15|9|1,518117|5,614592|8,560675|9,073242|9,832539|12,271437|18,762844|19,567660|9,832539
3|15|10|1,541310|6,316990|8,853277|9,389844|10,099431|12,457657|19,068028|22,437349|10,099431
3|15|11|1,537737|5,144807|7,852315|8,374992|9,152358|12,049850|16,642325|17,606869|9,152358
3|15|12|1,539805|5,575772|7,432541|7,973463|8,767787|12,121694|16,663356|17,398624|8,767787
3|15|13|1,569354|4,756319|6,964169|7,497424|8,244418|12,030749|16,102410|16,400947|8,244418
3|15|14|1,584637|6,350785|8,074213|8,619580|9,129004|12,229873|16,600629|18,286654|9,129004
3|15|15|1,573341|4,633705|6,564643|7,102047|7,735563|12,000782|16,045433|16,526656|7,735563
4|1|1|1,717849|12,123162|15,917095|16,427161|18,101368|12,125639|15,920762|16,430761|18,101368
4|1|2|2,119494|11,557650|15,603199|15,991748|17,450146|12,261979|17,356880|19,342203|17,450146
4|1|3|2,420520|12,157051|16,148384|16,552332|18,150017|12,207621|16,863731|18,736845|18,150017
4|1|4|1,954487|8,829293|11,277359|11,731691|12,845530|12,162050|16,336043|17,295258|12,845530
4|1|5|2,280737|9,860001|12,330272|12,788145|14,087439|12,048239|15,742343|16,773607|14,087439
4|1|6|2,164299|8,948853|11,750293|12,193425|13,539980|12,131304|16,423144|17,535448|13,539980
4|1|7|2,622521|10,457051|13,029373|13,536849|14,996023|12,019847|15,386155|16,117371|14,996023
4|1|8|1,992827|10,674006|14,828377|15,147711|16,484670|12,320724|17,548800|20,358562|16,484670
4|1|9|2,134968|9,736919|12,755268|13,161277|14,444765|12,181482|16,760098|18,411641|14,444765
4|1|10|1,759694|9,802222|13,691892|14,001873|15,079042|12,587540|18,773886|24,197404|15,079042
4|1|11|2,266025|10,063763|13,246450|13,665341|14,994229|12,182056|16,683132|18,291611|14,994229
4|1|12|2,075818|10,021081|13,146452|13,568804|14,855736|12,186701|16,676543|18,119729|14,855736
4|1|13|2,983228|11,545595|9,401556|10,783717|10,300230|41,891430|13,007618|12,350906|10,300230
4|1|14|2,038665|8,395226|11,304252|11,635654|12,778700|12,281301|17,524932|20,033176|12,778700
4|1|15|3,096349|12,514959|10,914827|12,405942|12,181943|35,031067|13,223659|12,976585|12,181943
4|2|1|2,095137|10,226199|13,414841|13,849311|15,106986|12,215444|16,741156|18,176088|15,106986
4|2|2|1,550748|4,907703|7,138364|7,562745|8,435876|12,232745|19,400065|18,497926|8,435876
4|2|3|1,536932|5,435214|7,799709|8,245985|9,211479|12,189648|18,459719|17,829570|9,211479
4|2|4|1,578704|4,621622|5,455955|5,925920|6,537462|12,058296|15,707792|14,944598|6,537462
4|2|5|1,561096|6,354890|8,775387|9,170818|10,061435|12,369742|19,042296|20,785353|10,061435
4|2|6|1,546610|5,272550|7,518808|7,953702|8,842209|12,201609|18,512691|18,550412|8,842209
4|2|7|1,550484|3,296031|2,619862|3,034788|3,402449|11,863723|9,773859|8,495277|3,402449
4|2|8|1,547211|5,457039|7,933041|8,373008|9,425482|12,291639|21,369723|20,250340|9,425482
4|2|9|1,532620|5,905877|8,233013|8,652985|9,568235|12,273079|19,022210|19,666558|9,568235
4|2|10|1,691029|5,608655|7,013388|7,432356|8,284908|12,030956|16,140660|16,208223|8,284908
4|2|11|1,522927|4,254296|3,417935|3,916822|4,345287|11,858287|12,820134|11,116309|4,345287
4|2|12|1,570172|5,563617|7,317101|7,787862|8,718227|12,224140|19,386518|19,366803|8,718227
4|2|13|1,743082|7,687996|11,951561|12,643321|13,688255|12,329211|17,157824|18,176569|13,688255
4|2|14|1,625623|8,017234|10,969834|11,299009|12,102676|12,962572|18,625147|22,840810|12,102676
4|2|15|1,546886|3,588838|2,831309|3,309411|3,766917|11,825816|9,932335|8,631637|3,766917
4|3|1|2,031991|9,933820|14,757099|15,121101|16,811531|12,467741|23,807520|27,188833|16,811531
4|3|2|1,557327|4,560372|5,531253|6,077235|6,863707|12,002883|15,315722|14,009069|6,863707
4|3|3|1,491431|5,822208|8,813675|9,226353|10,289922|12,253760|19,455497|19,220049|10,289922
4|3|4|1,512866|4,937549|7,370773|7,794341|8,733162|12,073828|16,964629|16,737507|8,733162
4|3|5|1,531852|6,305266|8,961324|9,383576|10,437627|12,354424|19,993685|21,115874|10,437627
4|3|6|1,548982|5,539456|7,575056|8,013905|8,901823|12,260546|19,264338|19,345375|8,901823
4|3|7|1,525286|5,201050|6,995137|7,435366|8,388334|12,084082|17,235445|16,711323|8,388334
4|3|8|1,558279|5,586149|7,766636|8,189791|9,036578|12,305166|18,711702|19,515181|9,036578
4|3|9|1,469493|5,252600|7,930780|8,354099|9,307129|12,318617|19,999715|19,646752|9,307129
4|3|10|1,482273|4,741867|6,703312|7,173280|7,999740|12,229601|20,262741|18,537608|7,999740
4|3|11|1,526815|4,917412|5,611131|6,109902|6,659164|12,090871|16,920649|16,308949|6,659164
4|3|12|1,537251|5,016957|6,638586|7,096026|7,868490|12,214636|18,515396|17,927767|7,868490
4|3|13|1,471798|5,492785|8,302437|8,735545|9,732817|12,277146|20,129591|19,932891|9,732817
4|3|14|1,554229|6,812806|9,705320|10,115229|11,160563|12,455932|20,462910|23,149550|11,160563
4|3|15|1,552512|5,753372|7,295569|7,722820|8,429323|12,264145|18,181716|18,973515|8,429323
4|4|1|2,029298|9,454552|14,634421|14,982100|16,682109|12,421961|21,651742|25,063672|16,682109
4|4|2|1,539488|5,038862|7,285192|7,666273|8,568567|11,981263|15,758957|15,972329|8,568567
4|4|3|1,490198|5,747536|8,451545|8,897186|10,188034|12,317593|20,058391|20,667947|10,188034
4|4|4|1,509204|5,027439|7,438337|7,882007|8,849116|12,144476|18,521005|17,959748|8,849116
4|4|5|1,519354|5,836327|8,743374|9,143125|10,176130|12,188581|18,318179|18,561808|10,176130
4|4|6|1,570097|5,518424|7,664485|8,070355|9,105690|12,138986|18,208696|17,570201|9,105690
4|4|7|1,502338|4,365913|4,753492|5,230221|5,690358|12,117890|16,772838|15,597589|5,690358
4|4|8|1,462405|3,338547|3,755019|4,229279|4,813917|11,902326|13,094520|11,247888|4,813917
4|4|9|1,513081|5,249840|7,801875|8,234988|9,229123|12,131295|17,721975|17,653950|9,229123
4|4|10|1,552569|5,655147|8,903791|9,280723|10,281304|12,069682|16,899917|17,676859|10,281304
4|4|11|1,543683|5,553242|7,771025|8,173525|9,038338|12,341475|19,764191|20,066023|9,038338
4|4|12|1,513751|6,428616|9,342674|9,800694|10,862214|12,360540|19,956513|22,033738|10,862214
4|4|13|1,439255|5,073280|7,660548|8,050475|8,922247|12,134068|18,027067|17,692224|8,922247
4|4|14|1,510994|6,219187|9,220270|9,655836|10,664255|12,532207|23,985687|24,067520|10,664255
4|4|15|1,506418|5,438341|7,278634|7,727414|8,528212|12,207985|18,248857|18,545742|8,528212
4|5|1|2,045036|4,686938|3,008595|3,577746|3,841468|12,064394|8,340842|7,991930|3,841468
4|5|2|1,457902|5,018026|7,501653|7,915229|8,986223|12,146155|18,704581|17,832936|8,986223
4|5|3|1,523315|5,471782|7,649097|8,098119|9,072098|12,169465|18,410347|18,181634|9,072098
4|5|4|1,498379|5,204132|7,892263|8,320544|9,282685|12,161023|18,916573|18,679243|9,282685
4|5|5|1,529388|4,579465|6,446643|6,892338|7,682467|12,055763|18,118136|17,958884|7,682467
4|5|6|1,567492|4,994894|6,951393|7,385341|8,254789|12,202267|18,797417|18,009250|8,254789
4|5|7|1,541366|4,957832|6,835339|7,263601|8,206442|12,077212|17,197444|16,561370|8,206442
4|5|8|1,482450|5,347330|7,698436|8,102372|9,068287|12,247931|19,132099|18,276547|9,068287
4|5|9|1,525219|4,600804|6,788628|7,250212|8,119311|12,042377|17,141645|16,359324|8,119311
4|5|10|1,509374|4,351856|5,498137|5,932941|6,620348|11,984821|15,681194|14,867044|6,620348
4|5|11|1,431411|3,521717|3,484528|3,941763|4,343340|11,921094|13,757784|11,629037|4,343340
4|5|12|1,587808|6,804090|9,724468|10,125853|11,198983|12,406024|20,783857|23,027398|11,198983
4|5|13|1,506142|6,135556|9,194597|9,598045|10,615575|12,281310|19,277126|20,216339|10,615575
4|5|14|1,533740|5,319534|7,116714|7,541342|8,335626|12,243015|18,218568|18,443216|8,335626
4|5|15|1,501419|4,784054|6,943014|7,437386|8,384833|12,096178|16,571198|16,083194|8,384833
4|6|1|1,764226|6,292114|9,591606|9,999845|11,254132|12,244339|21,280643|19,876139|11,254132
4|6|2|1,520105|5,653978|7,438910|7,862328|8,729370|12,134338|18,760274|19,236848|8,729370
4|6|3|1,475472|5,109428|7,744065|8,176490|9,148854|12,410961|23,325623|20,873848|9,148854
4|6|4|1,499831|5,609470|8,715747|9,132568|10,242228|12,292489|19,499375|19,411888|10,242228
4|6|5|1,549167|5,049901|7,295627|7,773320|8,721821|12,079275|17,285828|17,106906|8,721821
4|6|6|1,509377|4,739861|7,108599|7,523670|8,454791|12,062297|17,654991|17,147955|8,454791
4|6|7|1,507279|5,269683|7,746011|8,154294|9,060078|12,233011|19,015445|18,983330|9,060078
4|6|8|1,523090|5,482848|7,593623|8,018619|8,872526|12,326663|19,387268|19,797860|8,872526
4|6|9|1,452153|5,355491|7,989752|8,391812|9,269854|12,319257|20,479965|19,908635|9,269854
4|6|10|1,516171|5,223789|8,116582|8,499155|9,472977|12,081265|17,240670|17,864451|9,472977
4|6|11|1,511404|5,576888|8,251586|8,656298|9,624218|12,314388|19,499083|19,899517|9,624218
4|6|12|1,512994|5,112689|6,683638|7,108952|7,931311|12,044290|16,627208|16,474646|7,931311
4|6|13|1,527017|4,196347|5,797931|6,261147|7,115371|12,040988|16,374449|15,017342|7,115371
4|6|14|1,431174|3,634137|3,624576|4,100902|4,497999|11,922339|13,798171|11,809558|4,497999
4|6|15|1,547197|6,577563|9,268776|9,647020|10,581867|12,470410|19,595600|21,670189|10,581867
4|7|1|1,756725|6,457508|9,795441|10,216844|11,488201|12,250701|20,680509|20,169944|11,488201
4|7|2|1,499164|4,653967|6,905067|7,316701|8,186137|12,057155|18,496437|18,314949|8,186137
