func activ -BipolarSigmoid((double)2.0) , init - RandomInitializer()  500 iteracji
window|hide layer 1|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
5|4|0,806819|9,899922|9,431681|10,781970|13,188350|22,053351|22,894368|16,659695|13,188350
5|5|0,820884|10,090839|8,626822|10,061927|13,555458|22,702055|17,805677|11,237798|13,555458
5|6|0,844271|11,638417|10,801506|12,371742|15,358158|23,153475|21,217326|14,547615|15,358158
5|7|0,806308|9,075295|6,162100|7,540650|10,510002|22,319602|14,715184|9,846115|10,510002
5|8|0,877747|9,990127|4,714044|5,947537|8,696228|23,255042|13,820735|9,004027|8,696228
5|9|0,866734|11,369304|6,102174|7,659009|10,940978|22,974265|15,747442|10,856968|10,940978
5|10|0,840766|8,213694|5,222565|6,501335|8,825535|22,798186|13,238639|9,163156|8,825535
5|11|0,810803|11,884730|10,905317|12,560029|15,589001|22,560112|20,861907|14,561000|15,589001
5|12|1,053271|19,638541|24,754004|26,415343|29,570480|22,827470|26,560739|22,832957|29,570480
5|13|0,849884|10,730119|5,249424|6,675350|9,777265|23,035094|16,144998|11,037012|9,777265
5|14|0,808856|14,926487|17,555011|18,947218|21,587026|22,516318|26,987313|21,876016|21,587026
5|15|0,818064|11,549074|6,928952|8,472526|11,631918|22,996978|20,352894|14,639686|11,631918
5|16|0,761681|7,973682|5,454072|6,727537|9,480888|22,633196|13,843232|9,365501|9,480888
5|17|0,797670|10,641089|6,986146|8,659409|12,804567|22,768228|13,735583|9,480870|12,804567
5|18|0,820216|12,884039|11,573595|13,173522|15,873139|23,156330|25,566857|21,581314|15,873139
5|19|0,828110|8,786504|6,648635|8,051039|10,773930|22,263609|15,261578|10,476838|10,773930
5|20|0,944419|16,225527|17,810234|19,540695|23,764991|22,844358|25,555041|20,391057|23,764991
6|1|1,633815|12,621620|9,094418|11,064277|12,543050|21,545896|23,377150|21,292644|12,543050
6|2|0,918291|9,989427|10,705083|12,161248|13,925095|22,306876|25,591073|22,156001|13,925095
6|3|0,804064|9,658263|7,365422|8,767271|10,404080|22,976985|16,742714|11,462315|10,404080
6|4|0,861231|13,850461|13,454293|15,232577|16,259862|22,930867|23,979838|19,839800|16,259862
6|5|0,885034|11,076754|6,915704|8,604926|10,732033|22,838196|17,999428|12,815430|10,732033
6|6|0,901313|13,646437|11,264796|13,180362|14,799008|22,774415|24,883587|22,151918|14,799008
6|7|0,858248|11,712090|9,197807|11,072623|13,131070|21,922851|17,069324|12,364622|13,131070
6|8|0,817247|11,292840|8,790909|10,491500|12,222619|21,901423|19,431765|14,002516|12,222619
6|9|0,832123|10,500634|7,594300|9,211957|10,626365|21,957314|18,321571|12,924550|10,626365
6|10|0,870990|10,949786|7,672277|9,359510|11,230089|22,099750|15,650925|11,428595|11,230089
6|11|0,858927|12,041643|8,967617|10,849069|12,926135|21,846429|16,336003|11,609584|12,926135
6|12|0,962832|13,373448|11,689402|13,661845|15,367392|22,615406|25,939853|22,913880|15,367392
6|13|0,859577|12,926051|9,916768|11,834526|13,557930|22,757105|22,432076|17,054365|13,557930
6|14|0,823986|11,824208|8,840189|10,617687|12,181858|22,787522|21,162510|15,897951|12,181858
6|15|0,773106|9,716314|6,699179|8,278507|9,840602|22,690903|15,928654|11,662001|9,840602
6|16|0,735100|9,326618|5,621811|6,998241|7,724755|23,002424|16,820546|12,446421|7,724755
6|17|0,900894|10,850864|6,703841|8,329550|10,008732|22,742633|19,063540|14,194048|10,008732
6|18|0,789201|11,960642|7,229687|9,066124|11,065623|22,723119|15,483031|10,892304|11,065623
6|19|0,772603|10,408169|8,499517|10,076825|11,331011|22,453688|18,576289|13,239265|11,331011
6|20|0,853357|14,453986|12,554762|14,547431|16,286242|22,929227|24,848484|22,063708|16,286242
7|1|1,399075|13,891001|12,687289|14,664341|16,649523|23,653133|20,126587|15,760809|16,649523
7|2|1,201048|10,543322|3,864221|5,009454|6,747641|24,667447|6,534915|5,844552|6,747641
7|3|0,838275|8,653905|4,859282|6,173744|7,865510|22,944162|10,440537|8,091152|7,865510
7|4|0,891654|10,478330|8,780054|10,292251|11,536875|22,205247|22,460553|17,924390|11,536875
7|5|0,829334|12,135662|11,581480|13,158871|14,534775|22,147632|25,406673|21,392872|14,534775
7|6|0,856646|11,963949|7,981243|9,715213|11,012313|22,831306|24,110629|19,684029|11,012313
7|7|0,876832|11,733276|6,801171|8,388989|9,365700|22,987132|17,334523|13,970350|9,365700
7|8|0,851446|10,290718|5,710402|7,327989|9,242211|22,123331|9,564154|7,981033|9,242211
7|9|0,889425|11,525664|5,955895|7,818045|10,008711|22,749052|11,770049|9,860739|10,008711
7|10|0,869856|13,489893|12,113802|14,047130|15,385442|22,697968|24,843120|21,673008|15,385442
7|11|0,842846|12,388936|8,646544|10,462955|12,085424|22,830043|20,047792|15,081028|12,085424
7|12|0,779946|11,615292|9,883596|11,599959|12,895361|22,043331|17,298859|13,584113|12,895361
7|13|0,829568|10,780237|7,076949|8,735508|10,100999|22,458580|17,111758|13,036238|10,100999
7|14|0,782130|9,544213|4,961338|6,344076|7,182938|22,792014|17,460903|13,270602|7,182938
7|15|0,840755|14,818723|13,300668|15,497752|18,059550|22,101399|19,857963|15,295739|18,059550
7|16|0,831662|10,520923|7,652756|9,128356|10,065734|22,942542|20,867925|16,331710|10,065734
7|17|0,823858|12,536229|11,789815|13,515813|14,302369|22,466836|26,749687|23,560807|14,302369
7|18|0,789125|10,957787|7,536701|9,215345|11,142423|22,127425|15,216151|11,010784|11,142423
7|19|0,820515|10,606557|5,529159|6,680485|7,347485|22,859425|11,353115|9,072107|7,347485
7|20|0,854565|12,340622|8,102382|9,814058|11,108472|22,701472|17,569254|13,412856|11,108472
8|1|2,018960|12,038313|10,758660|12,931149|15,256669|21,956621|14,875679|12,101810|15,256669
8|2|0,919984|9,778877|5,253921|6,402868|7,317727|23,258570|19,086612|14,478512|7,317727
8|3|0,892658|10,701021|7,702828|9,091334|10,233217|22,751660|15,987353|12,288581|10,233217
8|4|0,812817|12,455720|7,585428|9,296659|11,238475|22,718566|13,286377|9,734960|11,238475
8|5|0,846655|14,071646|12,062569|13,781023|14,777979|22,867371|21,070748|19,407274|14,777979
8|6|0,807773|10,955877|6,637133|8,094767|9,816017|22,537059|11,073554|8,213740|9,816017
8|7|0,904003|13,890749|12,184758|13,880931|15,412952|22,890553|24,805526|21,323052|15,412952
8|8|0,781786|11,107434|6,362457|7,781042|9,379966|22,899090|13,093488|9,765695|9,379966
8|9|0,986666|14,364299|3,965702|4,426169|5,483431|22,739365|11,831462|5,203095|5,483431
8|10|0,796400|12,047619|6,155793|7,564856|8,334748|22,924942|16,197091|12,281912|8,334748
8|11|0,827745|11,064480|6,925889|8,434136|10,181258|22,459169|13,571805|10,389408|10,181258
8|12|0,835747|11,701595|8,068736|9,718349|11,369685|22,510886|14,663051|11,044541|11,369685
8|13|0,802029|11,843054|7,223303|8,862862|10,578753|22,355473|13,708961|9,687563|10,578753
8|14|0,782572|11,965699|7,069936|8,695220|9,836802|22,837170|16,180162|12,060993|9,836802
8|15|0,829448|13,550207|5,067581|6,367605|7,858107|22,623626|10,772468|7,761073|7,858107
8|16|0,838615|11,486453|7,636339|9,187289|10,724586|22,896701|17,409977|12,805272|10,724586
8|17|0,893678|13,877488|6,604598|7,769213|8,886470|22,531932|15,525945|9,085120|8,886470
8|18|0,896231|11,317753|2,418864|2,557068|3,443704|22,559160|4,533074|3,389009|3,443704
8|19|0,947871|11,151518|4,548780|5,365534|6,443429|22,888433|11,320033|7,953483|6,443429
8|20|0,830914|13,328700|6,055663|7,721739|9,427997|22,559546|11,194610|8,539275|9,427997
9|1|1,618999|13,683953|12,788748|13,960482|15,731961|22,337494|17,817013|12,155649|15,731961
9|2|1,671943|11,332503|3,216047|3,437651|4,698755|23,591528|5,783979|3,643933|4,698755
