CMR,5,20140430,090500,87.06,87.06,87.06,87.06,2,0
CMR,5,20140430,101000,87.07,87.07,87.07,87.07,40,0
CMR,5,20140430,105000,87.08,87.08,87.08,87.08,1949,0
CMR,5,20140430,151500,87.51,87.51,87.51,87.51,11,0
CMR,5,20140502,091000,87.88,87.88,87.88,87.88,2,0
CMR,5,20140502,110500,87,87,87,87,2000,0
CMR,5,20140502,111000,87,87,87,87,1,0
CMR,5,20140505,090500,87,87,87,87,11,0
CMR,5,20140505,102000,87.8,87.8,87.8,87.8,5,0
CMR,5,20140505,104500,87.5,87.5,87.5,87.5,33,0
CMR,5,20140505,113500,87.01,87.01,87.01,87.01,6,0
CMR,5,20140505,124500,87.05,87.05,87.05,87.05,358,0
CMR,5,20140505,140000,87.05,87.1,87.05,87.1,30,0
CMR,5,20140505,161000,87.01,87.01,87.01,87.01,125,0
CMR,5,20140505,161500,87.01,87.01,87.01,87.01,167,0
CMR,5,20140505,162500,87.1,87.1,87.01,87.01,50,0
CMR,5,20140506,090500,87.01,87.01,87.01,87.01,3,0
CMR,5,20140506,094500,87.01,87.01,87.01,87.01,40,0
CMR,5,20140506,113000,87.01,87.01,87.01,87.01,30,0
CMR,5,20140506,152000,87.4,87.4,87.4,87.4,5983,0
CMR,5,20140506,153000,87.4,87.4,87.4,87.4,12,0
CMR,5,20140506,153500,87.4,87.4,87.4,87.4,9,0
CMR,5,20140506,154500,87.4,87.4,87.4,87.4,30,0
CMR,5,20140506,160500,87.4,87.4,87.4,87.4,466,0
CMR,5,20140506,161000,87.4,87.4,87.4,87.4,119,0
CMR,5,20140507,094000,87.01,87.01,87.01,87.01,2,0
CMR,5,20140507,095000,87.4,87.4,87.4,87.4,20,0
CMR,5,20140507,100500,87.01,87.01,87.01,87.01,25,0
CMR,5,20140507,101500,87.45,87.45,87.45,87.45,5,0
CMR,5,20140507,114000,87.45,87.45,87.45,87.45,21,0
CMR,5,20140507,121500,87.11,87.11,87.11,87.11,9,0
