window|hide layer 1|hide layer 2|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
2|2|11|1,107563|4,361366|1,264524|1,395481|2,371832|6,671902|1,270198|1,551651|2,371832
2|2|12|1,089254|3,820852|1,299980|1,447803|2,388729|6,609622|1,320142|1,593652|2,388729
2|2|13|1,065036|4,069775|1,281742|1,428106|2,488480|6,633493|1,296863|1,533905|2,488480
2|2|14|1,437398|3,614613|1,349986|1,454490|1,752783|6,783089|1,269317|1,624730|1,752783
2|2|15|1,210207|4,607642|1,279802|1,428351|2,476142|6,615808|1,305368|1,557919|2,476142
2|2|16|1,447248|6,431431|1,314319|1,488212|2,789492|6,603328|1,316763|1,493048|2,789492
2|2|17|1,292701|6,048208|1,326973|1,513802|2,825902|6,582278|1,328469|1,519882|2,825902
2|2|18|1,279897|4,312070|1,401507|1,538377|1,754567|6,641489|1,353481|1,759286|1,754567
2|2|19|1,305332|6,213971|1,324151|1,507892|2,822711|6,588715|1,324762|1,510238|2,822711
2|2|20|1,249360|3,824488|1,288521|1,430459|2,350290|6,624074|1,307288|1,591846|2,350290
2|3|1|1,118337|4,856281|1,246796|1,365551|2,522196|6,709950|1,250988|1,409938|2,522196
2|3|2|0,978046|3,564471|1,261379|1,395054|2,502734|6,686622|1,260881|1,472615|2,502734
2|3|3|0,900999|2,605035|1,428391|1,554327|1,483244|6,972261|1,223560|2,008103|1,483244
2|3|4|1,021218|4,366185|1,256223|1,384653|2,542307|6,689444|1,261750|1,434139|2,542307
2|3|5|1,076424|4,864338|1,268105|1,411091|2,629691|6,668759|1,271531|1,441746|2,629691
2|3|6|1,646950|6,033186|1,259665|1,388013|2,621318|6,693447|1,262133|1,403031|2,621318
2|3|7|1,021275|3,743988|1,284125|1,421043|2,388296|6,645529|1,295698|1,546583|2,388296
2|3|8|1,048190|4,373064|1,279510|1,426324|2,500553|6,630392|1,297522|1,531401|2,500553
2|3|9|1,038212|3,114649|1,279921|1,392366|2,114541|6,737931|1,249571|1,614185|2,114541
2|3|10|1,136036|3,162449|1,323916|1,468964|2,205774|6,632172|1,316046|1,661286|2,205774
2|3|11|1,058011|3,615851|1,288495|1,439762|2,452895|6,619806|1,304669|1,575775|2,452895
2|3|12|1,603972|6,611625|1,312244|1,487850|2,799743|6,606903|1,312243|1,487839|2,799743
2|3|13|1,156558|6,097241|1,323126|1,495289|2,698215|6,580557|1,337691|1,546225|2,698215
2|3|14|1,076634|3,992802|1,276534|1,364911|1,971856|6,842720|1,213862|1,643006|1,971856
2|3|15|1,125697|4,686386|1,282287|1,419745|2,333333|6,633889|1,299838|1,588342|2,333333
2|3|16|1,640967|6,523377|1,323840|1,507206|2,825899|6,590184|1,323842|1,507215|2,825899
2|3|17|1,724963|3,807960|1,245006|1,354608|2,357271|6,760577|1,223314|1,501167|2,357271
2|3|18|1,364612|5,741611|1,318669|1,500260|2,790515|6,590244|1,322625|1,515794|2,790515
2|3|19|1,180597|4,347730|1,319515|1,483467|2,534895|6,603250|1,324177|1,582175|2,534895
2|3|20|1,378377|6,708820|1,306976|1,478837|2,787717|6,614807|1,306956|1,478661|2,787717
2|4|1|1,140500|4,770424|1,230946|1,330974|2,501204|6,750082|1,232158|1,358597|2,501204
2|4|2|0,863005|2,550275|1,321060|1,444845|1,988019|6,762697|1,250337|1,688484|1,988019
2|4|3|0,876526|2,980098|1,329302|1,397754|1,661250|7,036256|1,203461|1,649954|1,661250
2|4|4|1,056784|3,887311|1,289325|1,382323|1,930867|6,759164|1,255008|1,592011|1,930867
2|4|5|0,953882|2,811006|1,321643|1,455355|2,052970|6,695893|1,280066|1,691366|2,052970
2|4|6|1,051039|2,812334|1,482645|1,636849|1,496712|6,876695|1,270573|1,973425|1,496712
2|4|7|1,126485|5,467346|1,281921|1,434030|2,652297|6,641349|1,290152|1,469966|2,652297
2|4|8|0,962205|3,213773|1,318651|1,469795|2,321370|6,615168|1,322646|1,628839|2,321370
2|4|9|1,257577|6,134965|1,320534|1,491993|2,713465|6,590162|1,330186|1,531547|2,713465
2|4|10|2,789948|6,590868|1,266213|1,404964|2,692117|6,683294|1,265138|1,400969|2,692117
2|4|11|0,989981|2,819221|1,315771|1,424210|1,902077|6,805961|1,236442|1,694387|1,902077
2|4|12|1,591732|6,319061|1,292928|1,454198|2,758562|6,638775|1,291484|1,450926|2,758562
2|4|13|1,256656|5,674327|1,333155|1,517417|2,786986|6,573273|1,339443|1,540803|2,786986
2|4|14|1,516893|6,323047|1,240716|1,352927|2,603535|6,731218|1,240746|1,354416|2,603535
2|4|15|1,048544|4,880805|1,307314|1,469556|2,542919|6,589266|1,329903|1,575535|2,542919
2|4|16|1,249474|3,110644|1,305971|1,442455|2,202423|6,658736|1,295298|1,628475|2,202423
2|4|17|1,264530|6,099429|1,333103|1,518987|2,825826|6,568305|1,342137|1,531952|2,825826
2|4|18|1,525831|6,324448|1,258576|1,390962|2,661043|6,695371|1,258003|1,391813|2,661043
2|4|19|1,192021|5,514815|1,312276|1,490522|2,747966|6,591102|1,321185|1,523589|2,747966
2|4|20|1,325692|6,302418|1,287744|1,446233|2,736274|6,642783|1,288208|1,449666|2,736274
2|5|1|1,046930|3,584199|1,251340|1,364459|2,381707|6,711529|1,254243|1,459943|2,381707
2|5|2|2,071922|6,539119|1,240243|1,351681|2,605761|6,732571|1,240243|1,351683|2,605761
2|5|3|0,839107|2,998186|1,346595|1,456453|1,786920|6,844716|1,236671|1,696867|1,786920
2|5|4|0,965347|2,869058|1,269516|1,355941|2,037874|6,872237|1,201700|1,614530|2,037874
2|5|5|0,903410|2,947820|1,383471|1,510100|1,728362|6,826224|1,252972|1,751389|1,728362
2|5|6|1,159284|3,120205|1,390784|1,546007|2,051946|6,690085|1,309093|1,731027|2,051946
2|5|7|0,958148|3,386775|1,266205|1,401132|2,431775|6,667160|1,273393|1,520467|2,431775
2|5|8|1,004720|3,930543|1,281640|1,423336|2,390307|6,633422|1,297916|1,572541|2,390307
2|5|9|1,192134|5,309290|1,287012|1,440564|2,526100|6,611271|1,309867|1,547618|2,526100
2|5|10|1,032590|3,109899|1,287449|1,346684|1,783563|6,983993|1,195642|1,612459|1,783563
2|5|11|1,029181|4,167186|1,292629|1,440762|2,445730|6,622541|1,308178|1,562171|2,445730
2|5|12|1,794434|6,450257|1,287122|1,444036|2,739290|6,645674|1,287124|1,444057|2,739290
2|5|13|1,121260|4,882032|1,292717|1,449579|2,589906|6,615924|1,308478|1,524124|2,589906
2|5|14|0,971280|3,992454|1,301480|1,446506|2,327073|6,624044|1,311891|1,606561|2,327073
2|5|15|0,982520|3,608209|1,263840|1,381168|2,237856|6,694834|1,263114|1,577114|2,237856
2|5|16|1,088981|4,514873|1,284959|1,442226|2,653184|6,633418|1,293050|1,485946|2,653184
2|5|17|1,140217|5,284531|1,300454|1,470169|2,740887|6,616322|1,304068|1,489638|2,740887
2|5|18|0,995780|3,672641|1,271784|1,415005|2,492806|6,668896|1,269086|1,523982|2,492806
2|5|19|1,013163|3,393948|1,342877|1,503724|2,318069|6,604775|1,335420|1,662724|2,318069
2|5|20|1,142792|3,543497|1,318675|1,472036|2,346702|6,614982|1,321289|1,626383|2,346702
2|6|1|1,264686|5,255169|1,260869|1,398228|2,618349|6,684547|1,261673|1,424976|2,618349
2|6|2|0,935678|2,494487|1,269253|1,360617|2,105004|6,844356|1,210204|1,538755|2,105004
2|6|3|0,843984|2,404073|1,392889|1,531333|1,765787|6,824292|1,251222|1,793385|1,765787
2|6|4|0,934020|3,208226|1,306128|1,428806|2,053340|6,721985|1,264779|1,656792|2,053340
2|6|5|0,905548|3,536496|1,330178|1,398976|1,676806|6,958852|1,221444|1,540756|1,676806
2|6|6|1,141841|2,846200|1,246480|1,350750|2,321778|6,764984|1,226528|1,478824|2,321778
2|6|7|0,865436|2,480829|1,402528|1,541419|1,708822|6,875615|1,235073|1,897910|1,708822
2|6|8|0,929109|3,253079|1,300382|1,442468|2,292709|6,647670|1,297108|1,605713|2,292709
2|6|9|2,260007|6,598967|1,258401|1,389617|2,661823|6,695925|1,258401|1,389611|2,661823
2|6|10|1,396191|6,164337|1,284476|1,438563|2,721362|6,649399|1,285267|1,442919|2,721362
2|6|11|1,450504|6,358626|1,261578|1,395929|2,668901|6,689754|1,261694|1,396801|2,668901
2|6|12|1,328391|6,331099|1,324421|1,501702|2,769532|6,592820|1,326145|1,518981|2,769532
2|6|13|1,150972|4,952217|1,292967|1,457448|2,724501|6,627515|1,296520|1,476619|2,724501
2|6|14|0,894382|2,776987|1,364014|1,491134|1,796260|6,803317|1,250501|1,773052|1,796260
2|6|15|1,506872|6,541865|1,316337|1,494742|2,809063|6,600919|1,316339|1,494752|2,809063
2|6|16|1,135489|5,212086|1,298716|1,459689|2,652675|6,614864|1,309929|1,509435|2,652675
2|6|17|1,009682|4,468715|1,288693|1,443054|2,535431|6,616757|1,306616|1,542279|2,535431
2|6|18|1,536102|5,833214|1,274364|1,421273|2,702606|6,666146|1,274406|1,423511|2,702606
2|6|19|1,294382|5,867349|1,289722|1,449552|2,731569|6,637941|1,291391|1,457685|2,731569
2|6|20|1,078781|4,328386|1,297946|1,463582|2,620566|6,602679|1,313872|1,540967|2,620566
2|7|1|0,970029|4,404372|1,244779|1,346507|2,379551|6,738870|1,243437|1,418031|2,379551
2|7|2|0,911284|2,533447|1,440786|1,607560|1,763335|6,810490|1,265369|1,880466|1,763335
2|7|3|1,029241|3,548691|1,277792|1,424783|2,499744|6,643527|1,287344|1,529661|2,499744
2|7|4|0,954848|3,536225|1,273864|1,404847|2,306319|6,665926|1,278040|1,583640|2,306319
2|7|5|1,002051|3,477288|1,287106|1,377751|1,944144|6,858685|1,212114|1,658438|1,944144
2|7|6|0,924317|3,118965|1,263377|1,388729|2,397055|6,698143|1,259448|1,498872|2,397055
2|7|7|1,124723|5,048471|1,278115|1,421034|2,566192|6,647348|1,289981|1,482394|2,566192
2|7|8|1,003891|3,795611|1,272327|1,323679|1,836099|7,005003|1,188810|1,580853|1,836099
2|7|9|1,491131|6,320269|1,261640|1,396308|2,670624|6,689822|1,261468|1,396595|2,670624
2|7|10|1,200841|5,026005|1,287206|1,436793|2,545993|6,631107|1,300201|1,516369|2,545993
2|7|11|0,972189|3,235505|1,299204|1,434020|2,197109|6,676741|1,281071|1,632093|2,197109
2|7|12|0,993179|3,587938|1,270908|1,408332|2,407947|6,661971|1,276390|1,548933|2,407947
2|7|13|1,778321|6,697031|1,243844|1,359489|2,617475|6,724906|1,243844|1,359481|2,617475
2|7|14|1,047424|3,496006|1,307141|1,454938|2,329590|6,607858|1,324062|1,619993|2,329590
2|7|15|1,225839|5,392072|1,292756|1,455350|2,726165|6,630236|1,295993|1,470688|2,726165
2|7|16|1,031279|3,691651|1,291991|1,376290|1,898591|6,899118|1,205205|1,649551|1,898591
2|7|17|1,038108|4,622282|1,299828|1,458920|2,591573|6,609371|1,315028|1,534133|2,591573
2|7|18|1,272614|6,233290|1,308701|1,480461|2,759692|6,607181|1,312971|1,495338|2,759692
2|7|19|1,391546|6,552853|1,332197|1,520828|2,844183|6,578565|1,332198|1,520809|2,844183
2|7|20|1,649056|6,137855|1,306895|1,479275|2,786186|6,614137|1,307009|1,480474|2,786186
2|8|1|1,642058|4,972519|1,297006|1,464009|2,669358|6,613025|1,305729|1,516195|2,669358
2|8|2|0,909380|2,927357|1,291474|1,422307|2,229098|6,689104|1,273359|1,595804|2,229098
2|8|3|0,895518|2,768388|1,258482|1,367729|2,246604|6,751910|1,234729|1,542726|2,246604
2|8|4|0,886661|2,650887|1,334058|1,457311|1,932088|6,751439|1,263352|1,682433|1,932088
2|8|5|1,014455|3,748933|1,278532|1,417725|2,464231|6,657611|1,284626|1,511937|2,464231
2|8|6|1,221956|5,193854|1,267108|1,393780|2,517928|6,680454|1,274094|1,450132|2,517928
2|8|7|1,729569|6,168050|1,252810|1,378347|2,644593|6,706647|1,252807|1,378640|2,644593
2|8|8|1,626750|5,769464|1,255517|1,385219|2,647224|6,701066|1,254683|1,388130|2,647224
2|8|9|1,105733|3,483706|1,300354|1,444117|2,313515|6,613064|1,319337|1,615911|2,313515
2|8|10|0,979881|3,121626|1,468581|1,614563|1,606168|6,937132|1,258928|1,801994|1,606168
2|8|11|1,045857|3,787840|1,294088|1,448438|2,487928|6,612459|1,311626|1,566747|2,487928
2|8|12|1,003479|3,394975|1,305375|1,382521|1,821979|6,996403|1,191824|1,711503|1,821979
2|8|13|1,512648|6,094979|1,282747|1,436173|2,726752|6,652547|1,282887|1,436961|2,726752
2|8|14|0,981341|3,258602|1,294076|1,438793|2,345123|6,634233|1,300714|1,604553|2,345123
2|8|15|1,136548|4,625888|1,275254|1,421950|2,611548|6,664846|1,274332|1,462688|2,611548
2|8|16|1,072817|3,166165|1,277317|1,416251|2,389691|6,659011|1,280414|1,560104|2,389691
2|8|17|1,598900|6,564617|1,304050|1,473872|2,780631|6,619125|1,304050|1,473873|2,780631
2|8|18|1,617667|5,883501|1,291690|1,453971|2,733140|6,632939|1,293937|1,465112|2,733140
2|8|19|1,309013|5,815361|1,272921|1,411244|2,616881|6,665715|1,279214|1,442956|2,616881
2|8|20|1,067428|3,142975|1,316216|1,456663|2,166291|6,620116|1,322546|1,665539|2,166291
2|9|1|1,196652|4,637263|1,240958|1,353105|2,503947|6,724466|1,243716|1,395839|2,503947
2|9|2|0,883376|2,558741|1,353952|1,493981|1,962525|6,730890|1,274398|1,704236|1,962525
2|9|3|0,866510|3,103094|1,281989|1,397713|2,146757|6,723361|1,257543|1,590075|2,146757
2|9|4|0,928636|2,971463|1,282255|1,414030|2,335439|6,676890|1,276902|1,553472|2,335439
2|9|5|1,553043|6,525250|1,265481|1,403625|2,681610|6,682732|1,265481|1,403821|2,681610
2|9|6|2,242512|6,510901|1,272868|1,417719|2,702219|6,669662|1,272870|1,417722|2,702219
2|9|7|1,056284|4,301934|1,268625|1,413174|2,610374|6,669984|1,269293|1,453650|2,610374
2|9|8|1,095116|4,506908|1,269776|1,409662|2,469887|6,654989|1,280178|1,520379|2,469887
2|9|9|0,944842|2,971925|1,347732|1,457644|1,777486|6,855766|1,232717|1,714850|1,777486
2|9|10|1,699551|6,031582|1,256550|1,386501|2,653245|6,699050|1,256345|1,388051|2,653245
2|9|11|0,987898|3,576566|1,275369|1,410849|2,572930|6,799923|1,208037|1,464546|2,572930
2|9|12|0,948081|3,296295|1,303788|1,439389|2,209630|6,658024|1,295737|1,616709|2,209630
2|9|13|1,368098|6,497111|1,314609|1,491880|2,804809|6,603329|1,314655|1,492107|2,804809
2|9|14|1,545913|6,196686|1,272037|1,416603|2,695181|6,670093|1,272332|1,419191|2,695181
2|9|15|1,153870|5,205897|1,301703|1,469827|2,692418|6,606678|1,312143|1,513006|2,692418
2|9|16|1,305937|5,951732|1,295811|1,467349|2,765726|6,630085|1,291168|1,473004|2,765726
2|9|17|1,084479|4,677655|1,305210|1,476014|2,695663|6,610047|1,309156|1,517385|2,695663
2|9|18|1,483816|6,084824|1,283600|1,438260|2,725829|6,650224|1,283940|1,441061|2,725829
2|9|19|1,669206|6,576924|1,323188|1,505868|2,824332|6,591275|1,323255|1,505650|2,824332
2|9|20|1,055628|3,260353|1,490112|1,660510|1,578141|6,822917|1,286441|1,948083|1,578141
2|10|1|1,669793|6,619995|1,277770|1,426913|2,715243|6,661223|1,277768|1,426924|2,715243
2|10|2|0,862203|2,599227|1,360713|1,485167|1,847750|6,860423|1,230333|1,721494|1,847750
2|10|3|0,965789|2,670930|1,352846|1,487483|1,936271|6,781756|1,251842|1,711751|1,936271
2|10|4|0,850260|2,342822|1,319254|1,442683|2,008384|6,778963|1,242367|1,684320|2,008384
2|10|5|1,418941|5,738543|1,241287|1,354376|2,605768|6,730225|1,241039|1,355671|2,605768
2|10|6|0,953264|3,135380|1,351700|1,444979|1,669340|6,996784|1,203329|1,808761|1,669340
2|10|7|0,888395|2,970796|1,419275|1,556105|1,655049|6,869547|1,251027|1,790939|1,655049
2|10|8|0,894428|2,894724|1,296433|1,409289|2,073258|6,747684|1,254283|1,585376|2,073258
2|10|9|1,135417|4,686696|1,424569|1,603334|2,506124|6,620821|1,350610|1,674670|2,506124
2|10|10|0,988591|3,414131|1,256772|1,367163|2,266941|6,751769|1,233247|1,545970|2,266941
2|10|11|1,026279|3,525899|1,278586|1,378607|2,027804|6,786198|1,231848|1,634022|2,027804
2|10|12|1,931563|6,384744|1,264445|1,401604|2,678998|6,684692|1,264402|1,401651|2,678998
2|10|13|1,037962|3,584556|1,298244|1,446376|2,376822|6,619769|1,311105|1,601476|2,376822
2|10|14|1,013215|3,371667|1,397451|1,547561|1,852593|6,714146|1,300176|1,755261|1,852593
2|10|15|0,926588|2,953809|1,319748|1,450607|2,062532|6,734476|1,260418|1,675306|2,062532
2|10|16|1,566288|6,306874|1,269282|1,411883|2,693970|6,676537|1,268217|1,411406|2,693970
2|10|17|1,053058|2,863091|1,362176|1,498395|1,870966|6,672678|1,312081|1,742194|1,870966
2|10|18|1,444285|5,667497|1,305907|1,481672|2,791175|6,616780|1,302240|1,482525|2,791175
2|10|19|1,102026|3,059472|1,425243|1,604682|2,100577|6,626731|1,350842|1,788334|2,100577
2|10|20|0,990299|4,155454|1,295080|1,456503|2,593783|6,610359|1,309954|1,537560|2,593783
2|11|1|1,850310|6,272676|1,301763|1,471594|2,767392|6,619201|1,302867|1,477766|2,767392
2|11|2|0,927673|3,398448|1,286223|1,427620|2,384188|6,646294|1,292560|1,563809|2,384188
2|11|3|0,950790|3,731753|1,293428|1,439577|2,388655|6,628269|1,304947|1,581812|2,388655
2|11|4|1,762419|6,587742|1,245994|1,364444|2,625554|6,721079|1,245358|1,363664|2,625554
2|11|5|1,019426|3,283375|1,383293|1,490969|1,663610|6,900787|1,242339|1,640258|1,663610
2|11|6|1,006615|4,122891|1,290200|1,435840|2,419565|6,628582|1,304097|1,565063|2,419565
2|11|7|0,885770|3,220536|1,295118|1,430943|2,242942|6,666707|1,285339|1,613062|2,242942
2|11|8|1,268405|6,079848|1,271585|1,411113|2,640040|6,668239|1,276330|1,433592|2,640040
2|11|9|1,125286|3,161079|1,323136|1,471317|2,255439|6,642352|1,307353|1,647956|2,255439
2|11|10|1,015530|3,082462|1,285806|1,398619|2,123238|6,747722|1,248186|1,612490|2,123238
2|11|11|0,954790|3,256966|1,275859|1,370316|2,003937|6,782003|1,237209|1,567586|2,003937
2|11|12|1,253042|5,930528|1,268550|1,409674|2,668055|6,673523|1,270626|1,420249|2,668055
2|11|13|0,991152|3,226432|1,319237|1,430364|1,897001|6,775018|1,250548|1,682899|1,897001
2|11|14|1,128537|5,138776|1,286689|1,445587|2,657623|6,629345|1,295490|1,490396|2,657623
2|11|15|1,582355|6,032249|1,253805|1,380342|2,641525|6,704187|1,254094|1,383073|2,641525
2|11|16|1,111948|4,575096|1,263218|1,400588|2,576317|6,675779|1,267823|1,448277|2,576317
2|11|17|1,038297|3,730224|1,320870|1,471485|2,292162|6,602847|1,332337|1,643400|2,292162
2|11|18|1,181709|5,140435|1,312810|1,490252|2,781994|6,600209|1,315822|1,502623|2,781994
2|11|19|1,102486|4,745120|1,308947|1,484152|2,753761|6,601887|1,314271|1,507329|2,753761
2|11|20|1,510183|5,963370|1,305890|1,476925|2,780470|6,615284|1,306688|1,479329|2,780470
2|12|1|1,909196|6,163741|1,301195|1,473170|2,782599|6,624329|1,297573|1,472120|2,782599
2|12|2|1,005692|2,721767|1,408706|1,556553|1,805014|6,783590|1,274156|1,742633|1,805014
2|12|3|1,026238|2,743452|1,228259|1,298073|2,264777|6,870796|1,192620|1,414814|2,264777
2|12|4|0,928550|2,308687|1,273514|1,344809|1,975445|6,932690|1,195410|1,571480|1,975445
2|12|5|0,946406|2,934256|1,469165|1,639418|1,675282|6,827643|1,272120|1,935351|1,675282
2|12|6|1,015716|4,139209|1,308411|1,434833|2,143638|6,658651|1,304380|1,599257|2,143638
2|12|7|0,905779|3,092464|1,466758|1,622776|1,604562|6,871752|1,266928|1,849361|1,604562
2|12|8|0,957503|3,242787|1,458918|1,600698|1,488595|6,966930|1,233360|2,055804|1,488595
2|12|9|2,018153|6,459194|1,250722|1,374196|2,638981|6,711055|1,250445|1,374103|2,638981
2|12|10|1,119302|4,273952|1,276523|1,414738|2,382865|6,648171|1,287638|1,563495|2,382865
2|12|11|1,851985|6,225849|1,258356|1,389622|2,661131|6,695950|1,258321|1,389887|2,661131
2|12|12|1,799170|6,276540|1,260568|1,394434|2,667397|6,691850|1,260199|1,394840|2,667397
2|12|13|1,636270|5,775523|1,260424|1,395213|2,663382|6,691932|1,259360|1,397616|2,663382
2|12|14|1,066084|4,703660|1,281570|1,432891|2,613478|6,639314|1,291380|1,485701|2,613478
2|12|15|1,510435|5,881686|1,265124|1,403476|2,676153|6,682550|1,265223|1,406021|2,676153
2|12|16|0,944120|2,959044|1,270751|1,402515|2,356224|6,682094|1,266674|1,556586|2,356224
2|12|17|0,889510|2,922296|1,286132|1,424172|2,317371|6,659178|1,284806|1,589622|2,317371
2|12|18|0,945673|3,009162|1,372644|1,541875|2,286686|6,638073|1,322472|1,688291|2,286686
2|12|19|1,036362|4,182849|1,283007|1,436347|2,568512|6,633759|1,293099|1,516478|2,568512
2|12|20|1,096331|4,660350|1,307615|1,483480|2,748884|6,601539|1,313310|1,510574|2,748884
2|13|1|1,255439|5,424629|1,250518|1,375692|2,579666|6,704548|1,252363|1,402759|2,579666
2|13|2|0,923703|2,591582|1,411729|1,587319|2,018924|6,696017|1,302862|1,763086|2,018924
2|13|3|0,888918|2,836275|1,400152|1,533089|1,698365|6,878588|1,237973|1,827912|1,698365
2|13|4|0,973146|3,052914|1,426428|1,549714|1,537126|6,944643|1,239707|1,817927|1,537126
2|13|5|1,210404|4,991049|1,256094|1,382240|2,577360|6,701995|1,256023|1,409027|2,577360
2|13|6|0,876974|2,878530|1,331992|1,424726|1,811023|6,891049|1,226315|1,574726|1,811023
2|13|7|1,517493|5,018314|1,253398|1,383518|2,616597|6,704383|1,250754|1,398973|2,616597
2|13|8|0,909814|2,535138|1,342042|1,487742|2,087121|6,737723|1,261534|1,691798|2,087121
2|13|9|1,356628|6,398863|1,269500|1,411391|2,689677|6,675056|1,269760|1,412994|2,689677
2|13|10|1,422634|6,414763|1,307415|1,479550|2,784572|6,613528|1,307834|1,481389|2,784572
2|13|11|1,113956|4,579698|1,262324|1,401739|2,551293|6,672974|1,266516|1,469753|2,551293
2|13|12|1,091085|4,662672|1,297677|1,464667|2,661628|6,607597|1,309871|1,522569|2,661628
2|13|13|0,971427|3,274802|1,352787|1,448178|1,664005|6,954012|1,213059|1,764884|1,664005
2|13|14|0,952942|3,512868|1,297976|1,397303|1,961119|6,805528|1,234878|1,601452|1,961119
2|13|15|1,596095|6,595665|1,250152|1,372821|2,637099|6,711975|1,250145|1,372865|2,637099
2|13|16|0,977545|2,814774|1,403587|1,557622|1,807614|6,747244|1,280528|1,847964|1,807614
2|13|17|1,004196|3,015679|1,312865|1,462589|2,294707|6,640483|1,301878|1,642812|2,294707
2|13|18|1,078918|3,780266|1,272278|1,418470|2,490100|6,653090|1,277199|1,538524|2,490100
2|13|19|0,995273|3,804801|1,278995|1,416623|2,346720|6,647669|1,288805|1,582092|2,346720
2|13|20|0,987852|4,282521|1,300896|1,452389|2,456155|6,612513|1,317218|1,571122|2,456155
2|14|1|1,743636|6,388412|1,298550|1,465189|2,765209|6,626283|1,298793|1,467318|2,765209
2|14|2|0,932759|2,469903|1,335359|1,458493|1,990163|6,838355|1,227349|1,644530|1,990163
2|14|3|0,910207|2,473791|1,402254|1,568593|1,971583|6,755865|1,271255|1,763585|1,971583
2|14|4|0,899965|2,902880|1,481821|1,649255|1,563990|6,741822|1,322364|1,873585|1,563990
2|14|5|0,938100|3,311533|1,364882|1,512566|2,013151|6,679834|1,305452|1,692034|2,013151
2|14|6|0,951749|3,293536|1,290002|1,397747|2,049742|6,769090|1,242414|1,603333|2,049742
2|14|7|1,651466|6,489837|1,256964|1,386807|2,656611|6,698525|1,256987|1,387265|2,656611
2|14|8|0,914392|2,428559|1,345317|1,480642|1,986759|6,788919|1,244320|1,711956|1,986759
2|14|9|1,452504|6,030963|1,304416|1,469903|2,721555|6,615121|1,309666|1,493142|2,721555
2|14|10|1,525351|6,527773|1,281463|1,422316|2,625137|6,641332|1,297462|1,465679|2,625137
2|14|11|1,398075|5,529341|1,287788|1,445934|2,729100|6,641898|1,289008|1,452553|2,729100
2|14|12|1,680682|5,952635|1,277817|1,428157|2,708929|6,659281|1,278149|1,432265|2,708929
