rate|momentum|alpha|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
2,1|0|2.0|1,027354|19,568228|26,352263|27,012497|28,716036|24,697343|29,596740|26,903770|28,716036
2,15|0|2.0|1,721827|15,702298|19,823243|20,359281|22,423278|23,979775|26,652126|22,180649|22,423278
2,2|0|2.0|0,872025|17,361603|21,949333|22,773602|23,983087|21,753495|28,685698|27,026610|23,983087
2,25|0|2.0|1,639797|10,745254|11,838122|12,548515|14,611754|18,967232|21,792514|15,938130|14,611754
2,3|0|2.0|1,253281|16,781937|20,844813|21,887841|22,770118|21,778438|29,346143|28,467725|22,770118
2,35|0|2.0|1,093735|12,824944|9,273123|10,198584|12,153550|22,462022|22,189490|13,179865|12,153550
2,4|0|2.0|0,942506|14,913178|15,634123|16,556633|18,447645|23,891219|28,135875|23,032515|18,447645
2,45|0|2.0|1,036223|21,119399|29,665512|30,199913|31,975267|22,047585|29,614020|28,569809|31,975267
0,3|0|2.0|0,908960|13,940272|11,556876|12,408911|14,794159|23,416915|24,592819|16,690191|14,794159
0,3|0,05|2.0|0,999325|15,958938|19,662069|20,572391|21,728436|24,188620|28,737756|26,241948|21,728436
0,3|0,1|2.0|0,862276|10,021782|12,417170|13,145651|14,961218|21,247341|24,491285|18,029345|14,961218
0,3|0,15|2.0|0,922141|10,681691|13,286765|14,029373|16,034092|19,963902|24,240633|20,421263|16,034092
0,3|0,2|2.0|0,980416|16,682687|21,806715|22,538684|24,187830|21,496063|28,468368|24,856984|24,187830
0,3|0,25|2.0|0,943187|16,114578|21,400198|22,046008|24,130386|20,298905|27,833515|24,044099|24,130386
0,3|0,3|2.0|0,835263|11,982724|14,076827|14,846088|16,574737|22,388087|24,934782|18,593581|16,574737
0,3|0,35|2.0|0,814796|10,922438|11,802026|12,599539|14,327669|23,454536|24,462318|17,665173|14,327669
0,3|0,4|2.0|0,836059|7,686944|6,641131|7,518654|8,741343|23,991120|20,628436|13,883681|8,741343
0,3|0,45|2.0|0,811466|11,462019|10,037204|10,865891|13,143514|19,544579|21,650196|15,150345|13,143514
0,3|0,5|2.0|0,969482|11,410852|13,464952|14,182675|16,117104|24,763991|24,752288|18,229422|16,117104
0,3|0,55|2.0|0,792378|6,210380|3,824992|4,563754|5,849045|24,611499|12,419803|7,557179|5,849045
0,3|0,6|2.0|0,760149|6,965846|7,813238|8,545933|10,276516|26,708119|19,842461|13,125307|10,276516
0,3|0,65|2.0|0,966379|10,458634|11,768238|12,652780|14,395205|22,149913|25,712795|19,727429|14,395205
0,3|0,7|2.0|0,747460|5,956602|5,691826|6,400839|8,301961|21,765744|11,269807|7,829304|8,301961
0,3|0,75|2.0|0,740554|4,836708|3,552614|4,320490|5,909367|22,259868|10,586115|6,980243|5,909367
0,3|0,8|2.0|0,989608|7,383965|6,213969|7,047954|8,555838|23,178845|17,945203|11,917829|8,555838
0,3|0,85|2.0|1,084530|5,906512|6,165481|6,681872|9,038057|21,067256|8,589113|6,464545|9,038057
0,3|0,9|2.0|0,950377|4,640540|2,543512|3,263866|4,590039|19,672491|6,008950|5,059796|4,590039
0,3|0,95|2.0|0,881552|3,036949|2,002813|2,522754|3,879839|22,921586|3,874548|3,721997|3,879839
0,3|1|2.0|789,490188|25,879229|35,708381|36,202547|37,933627|22,376083|33,606731|32,683985|37,933627
0,3|1,05|2.0|369,171266|41,146802|18,000831|19,121312|13,185118|40,770823|22,115715|26,133063|13,185118
0,3|1,1|2.0|702,355013|23,421406|8,320975|7,996036|12,125492|34,174222|27,534825|15,880381|12,125492
0,3|1,15|2.0|346,734086|76,019128|65,743567|65,130536|63,621942|47,675028|62,772069|63,872550|63,621942
0,3|1,2|2.0|425,264946|46,905258|30,516766|30,499614|27,695612|41,066670|23,478258|25,367677|27,695612
0,3|1,25|2.0|798,193229|28,537539|38,527949|39,058118|40,718857|28,542802|38,553059|38,958204|40,718857
0,3|1,3|2.0|79,514165|10,969835|8,553224|9,475488|10,969490|23,122161|23,218698|15,172327|10,969490
0,3|1,35|2.0|573,113565|12,059300|11,438239|12,112344|13,373734|11,527970|13,124883|17,830052|13,373734
0,3|1,4|2.0|822,674858|22,845255|34,403783|34,886578|36,581611|19,713520|28,547283|31,064519|36,581611
0,3|1,45|2.0|857,753983|53,092713|16,496192|17,681348|12,261159|43,993159|14,060201|18,128942|12,261159
0,3|1,5|2.0|789,838127|20,001105|22,366488|21,854708|25,724632|37,143216|27,866438|23,648348|25,724632
0,3|1,55|2.0|237,383805|43,553319|25,953338|25,842857|23,466515|29,712200|16,771448|17,963823|23,466515
0,3|1,6|2.0|482,948573|20,435859|3,293043|4,238533|3,587158|10,293945|5,013645|6,609731|3,587158
0,3|1,65|2.0|383,095187|74,203630|62,367727|61,833177|60,115890|38,863689|39,165488|40,516852|60,115890
0,3|1,7|2.0|879,805112|74,016560|57,917764|56,774841|57,447224|24,781882|41,395403|45,100971|57,447224
0,3|1,75|2.0|183,180606|47,722587|33,481080|33,137058|30,910440|42,441830|30,450184|30,373753|30,910440
0,3|1,8|2.0|484,283342|19,366335|5,373642|6,883202|3,989083|52,444321|42,396634|40,623870|3,989083
0,3|1,85|2.0|591,918071|15,542835|23,966671|24,215244|26,705147|8,942060|19,021394|19,628218|26,705147
0,3|1,9|2.0|161,566954|52,576422|39,788013|39,331864|37,632460|49,816269|37,690249|36,810568|37,632460
0,3|1,95|2.0|141,948640|31,020221|17,335061|16,084143|16,277075|12,294111|26,164837|33,873744|16,277075
0,3|2|2.0|69,266417|19,646229|11,000257|10,729393|7,911058|45,394850|11,894554|11,986731|7,911058
0,3|2,05|2.0|827,475115|24,617151|35,656210|36,327896|37,555218|28,735403|36,033858|37,367888|37,555218
0,3|2,1|2.0|832,065169|26,278656|36,131010|36,650024|38,333178|26,331989|36,126131|36,635279|38,333178
0,3|2,15|2.0|534,027532|16,848264|25,225626|25,742065|27,570128|12,523119|24,012346|24,225617|27,570128
0,3|2,2|2.0|319,959822|36,301290|23,205356|22,542751|21,240442|26,123932|22,273668|22,515153|21,240442
0,3|2,25|2.0|878,446722|36,291207|4,901386|5,824192|3,674305|22,444504|26,370942|19,331107|3,674305
0,3|2,3|2.0|28,485272|7,085598|10,125041|8,481059|8,329688|63,476861|41,270941|21,648222|8,329688
0,3|2,35|2.0|139,479344|41,179565|40,035611|39,634658|36,873640|72,174905|57,527250|51,134024|36,873640
0,3|2,4|2.0|629,169930|28,454944|38,510654|39,036318|40,709604|27,389266|37,801031|38,441218|40,709604
0,3|2,45|2.0|490,895898|22,703813|32,327748|32,671049|34,937538|19,547072|31,033851|36,864353|34,937538
0,3|0|0|151,763471|27,510570|14,342757|13,807893|12,065000|27,510570|14,342757|13,807893|12,065000
0,3|0|0,1|4,986617|4,078039|3,000026|3,599293|5,428258|38,411178|3,610392|3,594015|5,428258
0,3|0|0,2|2,506039|5,052094|5,935147|6,699100|8,241337|13,116972|13,333887|10,076135|8,241337
0,3|0|0,3|1,936845|4,642687|5,375690|6,202559|7,599640|18,112696|15,337992|11,417227|7,599640
0,3|0|0,4|1,495944|4,830612|5,447940|6,320682|7,688427|20,067689|17,271535|12,787300|7,688427
0,3|0|0,5|1,317521|5,082598|5,369903|6,253643|7,589025|20,160386|17,723339|12,812335|7,589025
0,3|0|0,6|1,073524|6,163522|6,694588|7,614866|8,880825|22,063522|21,027217|15,793305|8,880825
0,3|0|0,7|1,036452|5,596168|5,365765|6,282854|7,550157|23,175217|19,620307|13,924490|7,550157
0,3|0|0,8|0,953230|6,450967|5,834538|6,734856|8,162993|21,410344|19,113217|13,121769|8,162993
0,3|0|0,9|0,898766|8,236785|8,499838|9,397217|10,925163|21,738688|22,750688|16,538963|10,925163
0,3|0|1|0,909340|5,562953|4,106095|4,919171|6,287935|20,313080|13,180874|8,736043|6,287935
0,3|0|1,1|0,772212|4,292602|2,777886|3,498863|4,946481|21,094819|8,620826|5,993958|4,946481
0,3|0|1,2|0,896727|12,424247|15,552681|16,332965|18,195098|21,412858|25,410372|21,051568|18,195098
0,3|0|1,3|0,794628|4,444098|2,789960|3,477836|4,773062|23,059618|8,990275|6,522970|4,773062
0,3|0|1,4|0,721714|7,815244|5,498589|6,383908|8,042553|19,143439|16,004634|10,183464|8,042553
0,3|0|1,5|0,807277|6,952384|5,538389|6,393313|7,924085|21,810596|17,395791|10,725376|7,924085
0,3|0|1,6|1,141724|10,530143|12,293352|13,051519|14,766399|24,118825|24,490382|19,040615|14,766399
0,3|0|1,7|0,768404|12,850965|14,849673|15,642151|17,569961|21,584728|26,024849|20,149768|17,569961
0,3|0|1,8|0,960412|20,955788|29,168677|29,774890|31,416521|22,742324|30,459966|29,435982|31,416521
0,3|0|1,9|0,830082|7,678008|6,719721|7,671022|8,972262|21,577612|22,043204|15,716908|8,972262
0,3|0|2|0,922960|13,916841|15,360188|16,130948|18,431259|21,885558|26,183716|19,691238|18,431259
0,3|0|2,1|1,035233|13,544534|12,930987|13,784635|15,721266|20,299138|24,427645|17,373155|15,721266
0,3|0|2,2|0,969367|13,711651|12,784439|13,544802|16,085143|22,206248|24,379251|17,850530|16,085143
0,3|0|2,3|1,011938|17,011053|18,845858|19,638146|21,711084|22,509085|28,535967|24,128301|21,711084
0,3|0|2,4|1,025560|14,277848|13,682699|14,687529|16,035011|22,470234|26,178428|21,136374|16,035011
0,3|0|2,5|1,073354|11,829270|4,955723|5,894763|7,495915|22,171501|12,984669|7,382822|7,495915
0,3|0|2,6|0,871378|8,412582|8,477743|9,222892|11,236798|20,472731|18,686453|13,159291|11,236798
0,3|0|2,7|1,729142|15,081872|16,291654|17,907969|17,082566|23,420522|30,867356|29,523511|17,082566
0,3|0|2,8|0,856608|14,710918|15,597585|16,302337|18,757938|18,070654|25,693491|19,829114|18,757938
0,3|0|2,9|1,309777|13,137350|10,649770|11,518859|13,552009|18,507286|22,060418|14,111830|13,552009
0,3|0|3|1,004798|10,357428|13,533850|14,228905|16,109144|21,579803|24,350819|19,495376|16,109144
0,3|0|3,1|1,155429|17,382612|22,559613|23,166758|25,071969|20,543239|27,880022|24,801152|25,071969
0,3|0|3,2|0,999384|12,473071|12,198381|13,144776|14,428216|21,467833|26,199593|20,567447|14,428216
0,3|0|3,3|0,980341|12,906068|11,838042|12,795583|14,501655|19,372607|24,471359|18,567685|14,501655
0,3|0|3,4|1,354758|15,385797|15,735843|16,529995|18,875420|20,640514|26,386584|21,522479|18,875420
0,3|0|3,5|8,372525|20,537731|27,883640|28,498273|30,429293|20,120054|28,512724|27,071680|30,429293
0,3|0|3,6|1,373077|20,928434|28,673736|29,211629|31,138875|21,866544|29,792922|27,880937|31,138875
0,3|0|3,7|1,644446|16,067659|22,453906|22,982856|24,809214|16,555084|25,810859|23,725347|24,809214
0,3|0|3,8|1,376965|18,611378|23,920918|24,576997|25,893185|24,789761|26,280229|26,662681|25,893185
0,3|0|3,9|173,998424|29,095562|39,118849|39,636836|41,329999|29,095551|39,118825|39,636814|41,329999
0,3|0|4|174,511772|29,095575|39,118848|39,636834|41,329998|29,095576|39,118849|39,636835|41,329998
0,3|0|4,1|174,512686|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,2|174,511822|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,3|174,512545|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,4|174,837817|29,095577|39,118850|39,636837|41,330000|29,095577|54,986393|52,524913|41,330000
0,3|0|4,5|174,512874|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,6|174,837822|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,7|174,151241|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,8|173,936931|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,9|174,512885|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
