indicators|argument|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
wma|2|0,853538|8,817594|6,938220|7,842428|8,908366|22,939597|19,252740|12,429798|8,908366
wma|3|0,881783|8,964642|3,370274|4,221714|5,110694|22,859836|10,323133|6,677321|5,110694
wma|4|0,880579|9,580069|5,211635|6,208491|6,786517|23,080803|14,186557|9,039842|6,786517
wma|5|0,951340|8,038951|5,167469|6,066865|6,888787|23,136907|12,440746|8,480557|6,888787
wma|6|0,777888|5,949594|3,662548|4,483221|5,621584|22,900742|11,059436|7,402929|5,621584
wma|7|0,849556|8,129786|4,319761|5,164561|6,201367|22,894455|13,378302|8,199922|6,201367
wma|8|0,864476|8,041701|5,794993|6,729266|7,646341|23,065152|15,089138|9,968437|7,646341
wma|9|0,714475|5,469526|4,456373|5,276790|6,474275|22,752087|11,469137|8,142611|6,474275
wma|10|0,861467|8,677123|5,979023|6,984041|7,629744|22,951051|14,931611|10,060791|7,629744
wma|11|0,848072|9,722850|5,535152|6,590399|7,055511|22,941875|15,198834|9,865133|7,055511
wma|12|0,832590|8,137479|3,175501|3,946301|5,039107|22,825797|10,506192|6,564205|5,039107
wma|13|0,840765|8,931448|4,431345|5,372418|5,894810|22,910322|11,272052|7,588423|5,894810
wma|14|0,762670|6,719497|4,842324|5,685836|6,815674|22,981885|13,001960|8,750610|6,815674
wma|15|0,870691|9,600887|6,393610|7,370457|8,076264|22,801510|16,946365|10,828750|8,076264
wma|16|0,859551|10,058679|4,064848|5,090523|5,467513|22,705854|12,348251|7,935666|5,467513
wma|17|0,833453|8,180039|5,866027|6,791884|7,777727|23,085927|16,352841|10,508384|7,777727
wma|18|0,879946|9,117078|4,897080|5,830240|6,747592|22,939673|16,840747|10,052560|6,747592
wma|19|0,937422|7,531608|5,017755|5,817609|6,980631|23,022510|13,952997|8,795759|6,980631
wma|20|0,840047|10,076709|5,497168|6,666341|6,908608|22,843701|16,315874|10,623772|6,908608
wma|21|0,733184|6,996597|4,932172|5,790599|6,883769|22,918421|13,625038|8,979507|6,883769
wma|22|0,808751|7,204396|4,415292|5,264719|6,428414|22,948057|13,733996|8,711933|6,428414
wma|23|0,811196|6,298927|3,572916|4,318161|5,578793|22,924119|10,348771|6,904857|5,578793
wma|24|0,800297|7,242943|6,695940|7,638357|8,546842|22,798570|15,641934|10,858985|8,546842
wma|25|0,975623|10,563347|6,544982|7,609356|8,081548|22,712129|17,442434|11,297767|8,081548
wma|26|0,829933|7,677506|5,071523|6,065797|6,958258|22,984549|14,907194|9,910388|6,958258
wma|27|0,820946|6,401281|2,890682|3,553758|4,793885|23,013480|7,586636|5,452961|4,793885
wma|28|0,880580|9,868344|8,430267|9,522429|10,230429|22,924303|20,625586|14,481065|10,230429
wma|29|0,787207|7,176529|4,847665|5,670211|6,863783|22,973919|14,316073|9,073652|6,863783
ema|0|1,015389|10,945028|5,263396|6,456215|6,583968|22,863005|16,178021|10,587551|6,583968
ema|1|0,833631|8,213579|4,349118|5,235008|4,444739|23,079245|21,417969|14,916891|4,444739
ema|2|0,744087|8,037020|5,732553|6,736334|7,544423|22,840773|15,355478|10,131448|7,544423
ema|3|0,795454|8,013727|5,144260|6,121708|6,994786|23,001304|14,374329|9,465911|6,994786
ema|4|0,697245|6,240792|6,274428|7,110749|8,305178|22,844946|14,450899|10,239384|8,305178
ema|5|0,795732|9,019592|5,938732|6,959378|7,781721|22,632862|18,079491|11,652383|7,781721
ema|6|0,891264|9,318766|7,399993|8,327628|9,196284|23,098101|18,121702|11,891004|9,196284
ema|7|0,777941|7,294611|4,287839|5,058436|6,323734|23,024051|13,000011|8,138084|6,323734
ema|8|0,777971|8,162113|5,102585|6,021812|6,971425|23,144291|15,297236|9,656548|6,971425
ema|9|0,817125|8,020476|5,544025|6,479047|7,387954|22,894406|15,273749|9,939786|7,387954
ema|10|0,767666|8,672582|4,069809|4,969526|5,697171|22,755303|11,298672|7,365729|5,697171
ema|11|0,759549|6,694589|5,512547|6,308416|7,525918|23,026870|14,235599|9,428393|7,525918
ema|12|0,771717|8,052128|4,726152|5,575118|6,605268|22,761108|13,529556|8,495341|6,605268
ema|13|0,813528|8,678584|5,709403|6,692776|7,580220|22,858553|17,210551|11,099418|7,580220
ema|14|0,844685|9,518411|3,613727|4,469035|5,211981|22,725724|9,399793|6,414176|5,211981
ema|15|0,874394|11,746632|11,276894|12,509568|13,139911|22,824728|23,402417|18,363112|13,139911
ema|16|0,730652|7,339153|5,729149|6,629083|7,634115|22,650623|15,515681|10,017212|7,634115
ema|17|0,737702|7,321954|3,851064|4,708769|5,613471|22,595876|10,336365|7,050442|5,613471
ema|18|0,743548|7,656180|5,740235|6,675784|7,517556|23,059927|14,030926|9,501878|7,517556
ema|19|0,854228|11,239216|6,279200|7,506025|7,511096|22,861878|17,240771|11,615437|7,511096
ema|20|0,823139|9,749376|6,949287|7,991124|8,885573|22,707090|20,629381|13,798288|8,885573
ema|21|0,750102|7,642032|5,698408|6,678851|7,547798|22,979446|15,285660|10,163909|7,547798
ema|22|0,705445|5,698562|4,953976|5,751587|7,008584|23,053034|13,019785|8,892732|7,008584
ema|23|0,883906|9,923276|4,358186|5,330644|5,873945|22,743929|12,819974|8,054437|5,873945
ema|24|0,796003|7,807051|3,856194|4,762239|5,535612|22,725084|11,240522|7,391780|5,535612
ema|25|0,792990|9,653461|7,090242|8,157221|8,786766|22,922382|18,652558|12,501577|8,786766
ema|26|0,752204|8,140134|4,579201|5,479740|6,600991|22,899375|16,804618|10,072770|6,600991
ema|27|0,738918|7,741322|5,564258|6,542205|7,567464|22,663680|17,394595|11,476520|7,567464
ema|28|0,760175|7,340158|5,416924|6,246880|7,345802|22,928203|13,780924|9,040526|7,345802
ema|29|0,845765|9,547609|6,090816|7,120738|7,702877|22,911732|16,696396|10,783454|7,702877
roc|0|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą
roc|1|0,839950|7,837200|3,559467|4,431766|5,446076|23,286715|10,638156|7,117939|5,446076
roc|2|0,891762|10,672539|10,823030|12,041765|13,743632|24,164827|21,274874|14,839748|13,743632
roc|3|0,988611|10,692081|7,830872|9,334430|10,728174|22,965956|18,720158|8,353149|10,728174
roc|4|0,954918|12,022008|12,458342|14,179503|18,213040|23,318627|14,926908|14,958954|18,213040
roc|5|0,875690|16,267706|20,035304|21,533051|23,576694|22,789124|19,935501|21,781309|23,576694
roc|6|0,958035|12,449146|10,124046|12,116630|14,841408|22,885336|13,527793|14,151028|14,841408
roc|7|1,079936|8,909748|6,667775|8,102277|9,973575|23,408573|9,317790|8,282884|9,973575
roc|8|0,867104|10,619311|7,618715|8,609197|10,538443|22,876318|13,330124|7,374295|10,538443
roc|9|0,794421|11,454235|8,297728|8,606459|13,588521|23,103161|19,041633|12,424593|13,588521
roc|10|0,852839|11,589910|10,643398|10,743366|13,718243|23,176552|15,670483|12,801146|13,718243
roc|11|1,113677|15,530521|17,035636|16,108941|20,792625|23,024035|20,852941|18,931229|20,792625
roc|12|0,958983|13,235041|11,505392|10,974073|12,293038|23,402778|17,711107|16,261065|12,293038
roc|13|0,987544|11,423271|9,053435|8,344416|7,740607|23,343110|14,941950|8,171270|7,740607
roc|14|0,914391|12,428609|14,415487|14,905728|15,586222|23,920937|18,991087|18,145109|15,586222
roc|15|1,053884|15,602802|20,185118|21,008844|22,261609|22,675387|25,868782|21,244824|22,261609
roc|16|0,906735|14,267522|16,547917|17,009569|18,680497|24,337571|18,208609|19,151022|18,680497
roc|17|0,861129|16,608953|18,843270|19,228585|21,168330|23,893140|21,830502|21,364744|21,168330
roc|18|0,915793|13,943811|16,203609|17,058070|18,373178|23,354352|18,984681|19,062903|18,373178
roc|19|0,996289|14,563709|16,021184|16,882951|17,459877|22,887976|24,264830|18,318606|17,459877
roc|20|0,800089|7,933276|9,324563|10,190248|11,491076|23,195191|19,320614|14,903412|11,491076
roc|21|0,949133|14,682674|14,404298|15,672902|17,624088|22,386818|19,049086|17,455224|17,624088
roc|22|1,002013|16,200116|19,995092|20,991285|22,489203|24,817665|19,704086|21,451953|22,489203
roc|23|0,878886|18,119681|22,878830|24,133483|26,300852|23,390037|20,815076|23,207261|26,300852
roc|24|0,972368|16,034577|19,592438|20,818880|22,743432|22,608889|25,378517|21,836999|22,743432
roc|25|0,819744|12,690703|14,379689|15,258485|16,917130|22,754610|19,935531|19,399719|16,917130
roc|26|0,979072|15,939894|19,729641|20,468351|22,238306|22,591530|19,456249|20,408846|22,238306
roc|27|0,861244|14,585859|16,696815|17,625707|18,928436|23,072244|24,190738|19,570908|18,928436
roc|28|1,164128|16,162768|21,009979|22,323574|22,606146|22,730887|29,588928|24,715040|22,606146
roc|29|0,901945|12,838388|13,787036|14,390467|15,370016|22,409557|22,149373|16,890945|15,370016
macd|0|0,932500|9,635919|6,705961|8,642139|2,584681|22,945293|22,444935|14,353108|2,584681
macd|1|0,742310|13,428456|23,860920|22,201469|21,289579|23,453461|11,999114|41,638784|21,289579
macd|2|0,875613|8,365005|3,893639|4,701617|5,686844|22,946126|11,285417|7,097954|5,686844
macd|3|0,763181|7,650596|2,899806|3,646471|4,741919|22,733307|7,632267|5,676457|4,741919
macd|4|0,774010|7,254384|5,007165|5,842683|7,081002|22,687781|16,291660|10,162616|7,081002
macd|5|0,848955|8,407052|2,901678|3,579796|4,782564|23,022525|9,804260|5,928942|4,782564
macd|6|0,792163|8,056892|5,163128|6,106911|6,868004|22,919481|13,821277|9,047545|6,868004
macd|7|0,845513|11,387378|9,464552|10,742281|11,027124|22,715774|21,312402|15,902107|11,027124
macd|8|0,757458|7,369414|6,771056|7,568367|8,804449|23,004339|17,668222|11,392921|8,804449
macd|9|0,791913|7,246952|5,294266|6,141972|7,288627|22,926632|15,140200|9,751454|7,288627
macd|10|0,897372|10,213401|6,552761|7,660570|8,036114|22,913530|16,723337|11,141036|8,036114
macd|11|0,718091|6,301720|4,104912|4,914117|6,230230|23,107959|13,119663|8,547907|6,230230
macd|12|0,730386|8,293481|5,890969|6,817173|8,042697|22,971960|19,558722|12,957741|8,042697
macd|13|0,848914|12,395283|12,016656|13,314684|13,596882|22,681331|22,923949|18,018507|13,596882
macd|14|0,712079|6,728296|5,033255|5,872429|7,011692|22,978266|12,928742|8,802567|7,011692
macd|15|0,742544|7,484563|4,963096|5,826469|6,875118|22,780786|13,741423|8,889302|6,875118
macd|16|0,765683|9,046231|6,447964|7,339052|8,478411|22,664723|20,562448|12,974949|8,478411
macd|17|0,979990|10,391810|6,666803|7,761761|8,193674|22,741036|17,721602|11,624609|8,193674
macd|18|0,759398|8,474370|7,292999|8,321388|8,987656|22,999506|16,387694|11,468409|8,987656
macd|19|0,739015|7,101309|5,055905|5,957763|7,077647|22,880755|15,926749|10,235497|7,077647
macd|20|0,758024|9,274017|5,656057|6,656061|7,442785|22,872247|17,147126|10,746272|7,442785
macd|21|0,739091|8,840464|6,216399|7,256613|7,904176|22,813577|16,345984|10,762568|7,904176
macd|22|0,830481|8,312984|6,580511|7,484693|8,488242|22,713199|17,154424|11,107791|8,488242
macd|23|0,772654|9,316309|6,131330|7,129484|7,903665|23,077028|17,831693|11,347651|7,903665
macd|24|0,853935|9,996327|6,704187|7,785429|8,395853|23,125201|18,703162|12,371209|8,395853
macd|25|0,750482|8,455321|4,929605|5,862174|6,741394|22,953498|15,013048|9,417122|6,741394
macd|26|0,706875|7,438354|5,485592|6,438193|7,428919|22,874850|15,593729|10,325564|7,428919
macd|27|0,757202|7,189360|6,405856|7,313289|8,409990|22,823487|15,466825|10,697395|8,409990
macd|28|0,749509|8,445489|5,306685|6,288661|6,948963|22,423170|14,706501|9,441231|6,948963
macd|29|0,750644|9,572261|8,189036|9,272284|9,847293|22,839161|19,122778|13,289347|9,847293
oscil|0|0,845296|12,779862|14,193120|15,261875|16,112207|21,258874|26,633537|22,738452|16,112207
oscil|1|0,883617|10,420796|8,019843|9,338384|8,733861|22,645744|20,137017|15,560299|8,733861
oscil|2|0,871593|8,126762|7,457322|8,485716|10,225902|24,013588|17,429569|11,458104|10,225902
oscil|3|0,886206|8,068208|7,153614|8,224871|9,631540|23,616880|18,246312|12,484047|9,631540
oscil|4|0,866781|9,427312|3,102394|4,209995|6,111674|24,236758|6,278362|4,905045|6,111674
oscil|5|0,821050|9,134640|6,716318|8,361792|10,769520|22,839987|16,441778|9,274952|10,769520
oscil|6|0,877403|11,252467|8,407666|10,153631|12,456564|24,523746|20,073649|12,133687|12,456564
oscil|7|0,946060|13,323567|13,142598|15,060018|19,387463|24,455476|23,698255|17,335451|19,387463
oscil|8|0,907474|13,572601|9,916428|11,786063|15,419150|25,309464|22,385599|13,243135|15,419150
oscil|9|0,896376|8,871924|10,076385|10,937859|12,798891|23,584997|20,832718|16,002144|12,798891
oscil|10|0,893091|10,955823|4,016310|5,016267|6,264641|23,743608|17,606474|7,727724|6,264641
oscil|11|1,206221|19,715990|24,672931|25,563115|27,596368|23,522474|27,324133|24,292691|27,596368
oscil|12|1,016515|6,869543|4,893485|5,723635|6,919043|25,183354|11,877054|7,841271|6,919043
oscil|13|0,870743|15,446111|18,688830|19,593254|21,229650|23,562644|28,053040|23,061781|21,229650
oscil|14|0,999918|17,522488|22,353028|23,036246|24,849881|21,681330|27,747593|24,326566|24,849881
oscil|15|0,959395|12,575317|14,727220|15,829201|16,577228|25,131565|23,987018|18,788373|16,577228
oscil|16|0,912548|14,015969|14,191298|14,994301|16,697257|26,892999|24,624751|17,938889|16,697257
oscil|17|0,895823|10,122108|6,201293|7,160227|8,327357|25,303514|15,493360|9,230730|8,327357
oscil|18|0,844765|10,197833|10,306409|11,234193|12,839483|22,303727|21,618117|16,614760|12,839483
oscil|19|0,843583|8,645791|5,624784|6,725383|7,385583|26,172948|15,127728|9,590677|7,385583
oscil|20|1,258433|8,347630|8,100626|8,897286|10,726621|25,605108|17,862877|11,103713|10,726621
oscil|21|0,895435|11,553845|10,879077|12,004478|13,413610|23,863479|22,972346|16,120334|13,413610
oscil|22|0,878036|11,236423|10,950944|12,006943|13,712938|22,319781|21,441601|16,024295|13,712938
oscil|23|0,952232|10,614645|7,634143|9,045523|8,593960|25,475220|20,072947|14,966618|8,593960
oscil|24|0,784614|8,561780|11,123025|11,766695|13,926811|26,893726|21,725349|16,383416|13,926811
oscil|25|0,930163|12,927748|9,610916|10,728155|11,953381|21,905742|20,397227|13,351759|11,953381
oscil|26|0,803921|7,898628|7,255562|8,139879|9,569688|23,589174|18,537794|12,360642|9,569688
oscil|27|0,851004|8,244487|6,334026|7,316883|8,072041|24,375031|16,215200|10,871114|8,072041
oscil|28|0,866170|10,830514|6,541123|7,825836|7,814221|23,359965|19,150396|13,275722|7,814221
oscil|29|0,964394|14,669848|15,616634|16,872490|17,595008|24,009787|23,722491|19,007236|17,595008
