window|hide layer 1|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
3|11|0,841962|10,225759|6,279549|7,286141|7,836395|23,033729|23,903171|16,839032|7,836395
3|12|1,087132|18,597347|24,053183|24,880142|26,440973|22,625054|29,509351|27,756883|26,440973
3|13|0,824122|13,432585|14,305556|15,284918|16,529528|22,798649|26,635431|21,434459|16,529528
3|14|1,038978|12,971857|10,862784|12,034767|13,121117|22,694654|26,400657|21,660133|13,121117
3|15|0,987125|16,043855|20,148405|20,957045|22,219198|22,649742|29,426194|27,614351|22,219198
3|16|0,899359|11,845142|12,932927|13,792977|14,651707|22,648420|28,540312|25,610691|14,651707
3|17|1,005795|16,878069|19,341222|20,468663|22,313149|22,705101|25,612215|21,029815|22,313149
3|18|1,871743|17,972370|22,918022|23,784767|25,318517|22,237187|29,065493|27,305292|25,318517
3|19|0,958065|16,690498|21,284246|22,088758|23,598428|22,700726|27,707774|24,424947|23,598428
3|20|0,818822|13,339737|15,612644|16,464497|17,579317|22,479788|26,496881|22,352874|17,579317
4|1|1,374798|9,225546|8,547538|9,649410|10,510142|21,642057|18,938421|14,014095|10,510142
4|2|0,874805|11,537556|10,159547|11,489839|11,388570|22,564249|22,593607|17,623379|11,388570
4|3|0,771752|8,528228|4,924767|5,910804|5,874358|23,317090|20,776333|14,484468|5,874358
4|4|0,955468|6,986358|2,928952|3,734846|4,218712|22,462626|8,263496|6,135581|4,218712
4|5|0,872913|8,881157|4,530917|5,560359|5,597057|22,936197|19,257184|11,712289|5,597057
4|6|0,793148|8,016297|5,192852|6,109390|6,387513|23,274251|19,318804|12,420354|6,387513
4|7|0,994529|10,423985|2,709076|3,512362|3,646672|22,903575|8,562991|6,261059|3,646672
4|8|0,877250|9,200385|5,831081|6,844874|7,139764|23,079295|19,043130|12,601619|7,139764
4|9|0,839827|11,650907|8,646183|9,969886|9,395516|22,944058|23,099089|16,852239|9,395516
4|10|0,851229|12,034780|10,451203|11,796071|11,768443|23,020254|22,951849|17,186277|11,768443
4|11|0,859608|13,373393|13,346636|14,651173|14,506799|22,877669|28,440399|25,525210|14,506799
4|12|0,866907|11,946965|11,715784|12,886823|13,039844|23,171431|25,216544|19,392929|13,039844
4|13|0,888481|10,308225|9,338454|10,494026|10,854044|22,713741|22,910933|16,611299|10,854044
4|14|0,832236|12,991854|12,818167|14,211047|14,518406|22,750134|22,295524|17,469427|14,518406
4|15|0,965345|16,512577|19,200090|20,603042|21,113941|22,301611|26,327244|22,844151|21,113941
4|16|0,849787|9,805956|8,224239|9,415637|9,520444|22,123170|21,595894|14,668894|9,520444
4|17|1,092277|16,394970|19,545601|20,835089|21,584587|22,156392|26,357200|23,186069|21,584587
4|18|0,872427|14,806906|16,098485|17,484018|17,821284|22,887892|24,568406|20,222078|17,821284
4|19|1,050066|15,472224|14,748370|16,460284|16,098465|22,280748|22,242798|18,964334|16,098465
4|20|0,812061|9,458427|6,695446|7,838462|7,656576|22,746803|24,300235|17,492602|7,656576
5|1|1,276343|11,706719|10,916626|12,409939|15,386396|23,440551|22,453907|16,867410|15,386396
5|2|0,952908|16,077605|17,067672|18,862243|23,120250|21,904527|25,571234|22,771654|23,120250
5|3|0,836986|10,278895|5,810692|7,201666|10,049388|23,165583|14,930066|10,230436|10,049388
5|4|0,841656|8,310406|5,527044|6,847852|9,475930|22,249809|11,463386|8,343916|9,475930
5|5|1,505560|11,979219|8,119629|10,058274|14,737550|22,385009|13,246589|10,270596|14,737550
5|6|0,814263|9,041325|6,464050|7,824754|10,845354|23,047721|17,091767|11,145140|10,845354
5|7|0,868864|10,513438|8,723180|10,300612|14,006959|22,405158|20,946032|13,908569|14,006959
5|8|0,844003|10,464189|4,882722|6,231431|8,762860|23,000079|16,545651|11,340030|8,762860
5|9|0,755636|11,801634|12,025947|13,410438|15,669035|22,711282|26,312280|21,612733|15,669035
5|10|0,832823|10,158681|6,870429|8,340115|10,790054|22,888573|19,884800|14,102419|10,790054
5|11|0,810632|9,147948|6,664856|8,052688|10,882900|22,885530|18,565186|11,643335|10,882900
5|12|0,839260|10,006212|8,247814|9,762173|13,228447|22,208699|15,939261|10,445814|13,228447
5|13|0,833969|11,052882|9,107666|10,695496|14,107073|22,589224|23,794913|17,215864|14,107073
5|14|0,767848|8,410972|6,003089|7,311919|9,890722|22,399030|17,771509|11,853782|9,890722
5|15|0,814360|10,329094|7,942483|9,392810|12,119292|22,760445|25,334539|20,363334|12,119292
5|16|0,819391|10,273500|7,740553|9,139416|11,342076|22,983009|24,553207|19,268854|11,342076
5|17|0,818466|9,917658|6,555510|8,056291|11,299098|22,626483|18,803236|12,665959|11,299098
5|18|0,945867|18,106783|21,579239|23,526036|27,003774|22,318381|24,952432|20,528435|27,003774
5|19|0,807094|10,984723|10,576780|12,114840|15,297585|22,203472|23,059656|16,055587|15,297585
5|20|0,793968|12,087338|9,619055|11,338474|14,681161|22,700693|21,463141|15,401325|14,681161
6|1|2,085523|11,061655|5,481277|2,600243|3,250264|21,643919|17,420339|4,381130|3,250264
6|2|0,831274|10,094793|6,412654|7,879425|9,556823|22,413379|17,318484|11,918239|9,556823
6|3|0,838825|9,575092|7,118202|8,596883|10,409154|22,549842|13,782056|9,797681|10,409154
6|4|0,847823|12,102693|9,736261|11,473218|12,990790|22,717362|21,654078|15,914669|12,990790
6|5|0,867554|11,838070|8,717536|10,457673|11,964352|22,661754|20,292415|14,751298|11,964352
6|6|0,860759|12,834891|10,138194|12,060432|14,052629|22,081113|22,327511|16,179676|14,052629
6|7|0,807551|9,965256|5,527451|7,020709|8,426848|22,954726|12,764475|9,680000|8,426848
6|8|0,904691|13,887861|11,233958|13,203955|14,465024|22,784866|26,646198|24,123296|14,465024
6|9|0,824591|11,750491|6,776263|8,470692|9,329215|23,014322|15,425807|11,312274|9,329215
6|10|0,833538|10,526851|6,446541|8,081405|10,056479|21,785132|13,584771|10,224375|10,056479
6|11|0,940963|11,849251|9,748516|11,582402|14,067846|21,648432|13,898926|10,393440|14,067846
6|12|0,836365|12,576054|10,887669|12,808306|14,701316|22,014745|18,275878|13,511616|14,701316
6|13|0,946464|8,698697|6,295790|7,677940|9,677734|21,752067|12,510816|9,337409|9,677734
6|14|0,806003|10,332631|8,605710|10,050801|11,168754|22,567052|25,679183|22,020189|11,168754
6|15|0,826717|12,279419|9,493849|11,362079|13,219839|22,351290|20,151979|14,177079|13,219839
6|16|0,833572|11,690798|7,224164|8,971589|10,537562|23,080092|16,561396|12,410978|10,537562
6|17|0,947785|9,513035|5,427975|6,959702|8,328555|22,316050|19,451399|16,112702|8,328555
6|18|0,913473|13,657724|11,813907|13,694913|14,849298|22,755388|26,941960|24,219294|14,849298
6|19|0,791102|10,704899|7,526021|9,117083|9,891109|22,689772|20,737508|15,302949|9,891109
6|20|0,883429|10,124813|7,105347|8,666709|9,745769|22,665453|18,014438|13,516884|9,745769
7|1|2,147344|12,196851|14,865660|14,522182|10,367345|21,411259|29,866186|29,812851|10,367345
7|2|0,978657|11,700596|7,465608|8,987988|10,131404|23,363671|17,664927|13,376627|10,131404
7|3|1,037159|13,489977|8,933404|10,933616|12,983105|22,989411|21,714124|16,914409|12,983105
7|4|0,882135|9,723836|6,117405|7,729810|9,630949|22,713330|11,425897|9,238604|9,630949
7|5|1,022086|16,561355|14,448722|16,851511|18,151979|23,034991|23,707661|22,504092|18,151979
7|6|0,917257|14,722450|13,073569|15,307228|17,264335|22,930436|20,024311|15,875903|17,264335
7|7|0,840076|11,852873|8,153832|9,986029|12,055245|22,622539|17,743687|12,864629|12,055245
7|8|0,866078|12,377794|10,081298|11,838062|13,744862|22,427233|20,705960|15,844902|13,744862
7|9|0,824010|11,155696|9,493693|10,984705|12,475890|22,560183|24,880222|19,507579|12,475890
7|10|0,812098|10,952460|7,979429|9,635327|11,219900|22,774498|18,943596|14,668461|11,219900
7|11|0,857086|11,618178|7,642840|9,247438|10,357314|22,887349|24,634278|19,289558|10,357314
7|12|0,825994|11,139062|8,097272|9,746985|11,178675|22,267683|19,384457|15,011441|11,178675
7|13|0,889998|11,490299|5,440937|7,011210|8,400509|22,795660|13,279555|10,579386|8,400509
7|14|0,849776|10,734477|7,855765|9,471023|10,651600|22,727932|20,888068|16,855186|10,651600
7|15|0,796486|10,709620|7,761404|9,393595|11,089252|22,455397|17,332381|13,125041|11,089252
7|16|0,809759|11,188566|7,372445|9,132959|10,325926|22,725605|15,765889|12,179876|10,325926
7|17|0,794205|11,824885|9,102538|10,891157|12,548782|22,648761|18,924054|14,643510|12,548782
7|18|0,735336|8,660734|6,920115|8,296324|9,789317|22,242578|15,307251|11,836830|9,789317
7|19|0,910020|13,870339|9,661123|12,024208|15,089087|22,489010|15,864149|12,138522|15,089087
7|20|0,792355|10,264551|6,740639|8,371596|9,939330|22,576802|16,873721|12,589368|9,939330
8|1|1,846853|13,835243|9,918237|11,941659|13,421332|23,438448|16,454932|13,985572|13,421332
8|2|0,882825|11,284323|10,438174|11,824223|12,944133|22,709637|24,066550|21,066287|12,944133
8|3|0,894683|11,562600|7,393174|8,958116|10,267648|22,957573|15,765389|11,821164|10,267648
8|4|0,853460|10,914886|6,125553|7,238216|8,110374|22,940492|22,018812|16,022928|8,110374
8|5|0,917215|12,053301|8,801005|10,399678|11,989375|21,898305|16,753690|13,085929|11,989375
8|6|0,892586|12,969626|8,026139|9,822199|11,494002|22,926506|17,265047|12,961196|11,494002
8|7|0,790395|9,691533|4,857874|5,955953|7,108867|22,964748|10,655299|8,306992|7,108867
8|8|0,858768|11,379232|7,786885|9,232309|10,766305|22,586612|15,675191|11,092931|10,766305
8|9|0,921068|16,206773|16,603422|18,460536|20,440118|22,633347|25,805954|21,823159|20,440118
8|10|0,831559|12,173764|8,745591|10,375540|12,104146|22,784808|18,251320|13,470183|12,104146
8|11|0,830430|11,905702|9,084955|10,425006|11,433327|22,401332|21,932805|16,540575|11,433327
8|12|0,745279|10,597330|5,562936|6,801536|8,045443|22,886251|11,472404|8,163501|8,045443
8|13|0,867984|12,839475|8,648548|10,368953|12,030752|22,781547|24,074594|17,522508|12,030752
8|14|0,786605|9,381577|5,701970|7,056141|8,227198|22,548401|15,685125|13,331923|8,227198
8|15|0,799085|12,020625|7,608614|9,213295|10,732796|22,799292|15,050172|11,035420|10,732796
8|16|0,783115|10,647929|7,055330|8,441297|9,471371|22,545518|16,358776|12,985427|9,471371
8|17|0,857209|12,504058|8,687609|10,487326|12,191803|22,883859|17,103433|12,906063|12,191803
8|18|0,868763|11,828063|8,939194|10,455296|11,568661|22,549447|18,934720|15,721163|11,568661
8|19|1,019007|11,895380|9,120309|10,545620|11,832145|21,949024|21,007766|15,725779|11,832145
8|20|0,868783|10,968048|7,090209|8,584700|10,215098|21,895685|14,003150|10,764874|10,215098
9|1|2,203115|17,154977|16,810490|18,060000|19,151975|21,275295|25,983021|24,242942|19,151975
9|2|1,030237|11,796082|8,383247|9,380307|10,870155|22,264338|14,450650|11,104481|10,870155
9|3|1,165897|14,887785|10,077182|11,580082|13,383280|22,909529|17,394223|12,852527|13,383280
9|4|0,855203|11,701752|4,210571|4,917490|5,926248|23,060490|7,444939|5,421257|5,926248
9|5|0,863529|12,198890|10,115179|11,218762|12,825776|22,517276|18,135766|12,679751|12,825776
9|6|0,887291|13,171798|9,175306|9,807270|11,068865|22,658563|15,017236|10,325781|11,068865
9|7|1,093710|19,546487|22,732747|23,639719|24,776401|23,021465|26,028227|26,024280|24,776401
9|8|0,865601|14,621523|11,130355|12,182035|13,900027|22,780385|15,495589|10,684276|13,900027
9|9|0,914610|16,313224|13,801904|14,691114|16,274743|22,903070|18,088389|13,494045|16,274743
9|10|0,860286|13,977410|12,164158|13,752499|15,293084|22,541231|22,778604|19,335035|15,293084
9|11|0,808454|13,346580|7,176492|8,308578|9,374491|22,920830|13,415451|9,003933|9,374491
9|12|0,876563|14,412594|12,997321|14,025155|16,022744|22,462189|15,358626|10,232389|16,022744
9|13|0,862424|14,404218|5,105262|5,542945|6,825645|22,709748|11,762096|6,783652|6,825645
9|14|0,948548|13,477685|5,026822|5,600708|6,884105|22,643213|9,386131|6,456052|6,884105
9|15|0,853119|12,500039|9,055987|10,023980|11,951252|22,778101|12,719543|8,983150|11,951252
9|16|0,768033|11,170172|5,076455|6,186563|7,458656|22,925763|10,054415|7,529537|7,458656
9|17|0,971543|13,788082|4,246082|3,307419|4,191550|22,847219|12,062402|5,135555|4,191550
9|18|0,910546|16,072242|8,766921|8,419034|9,537071|22,291816|16,636929|9,371098|9,537071
9|19|1,101383|15,160324|7,849079|9,248550|12,010602|21,967177|11,635222|6,300195|12,010602
9|20|1,431374|21,052399|23,322314|23,803859|25,062864|21,920650|22,196742|19,706765|25,062864
