indicators|argument|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
sma|24|0,961608|19,242312|24,339080|23,581121|24,799376|23,708211|24,069203|21,697687|24,799376
sma|25|0,821441|12,667375|17,931668|17,971001|19,569201|23,187247|18,170340|18,469026|19,569201
sma|26|0,853198|13,928323|16,855254|16,613449|18,189372|22,990073|18,730492|19,305271|18,189372
sma|27|0,891320|17,918415|23,698881|23,443832|24,980975|22,844794|23,887384|23,837673|24,980975
sma|28|0,804455|12,316403|13,192853|13,289186|14,843436|23,276062|17,246552|17,814437|14,843436
sma|29|0,885853|18,384215|24,798661|24,761721|26,381186|23,064975|23,554340|23,146298|26,381186
wma|0|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą
wma|1|0,727987|6,457039|4,423978|5,418577|7,166926|22,864970|12,615801|8,014155|7,166926
wma|2|0,705707|4,565638|3,180450|3,945951|5,227946|22,945948|7,554249|5,882460|5,227946
wma|3|0,711102|6,691581|1,511755|1,790054|2,849904|22,739926|1,425102|2,559809|2,849904
wma|4|0,693057|5,380856|3,411368|4,211511|5,315899|23,079179|8,491172|6,366565|5,315899
wma|5|0,683122|4,479682|3,467409|4,202869|5,538306|23,129936|8,635982|6,560775|5,538306
wma|6|0,748527|6,642940|4,251044|5,133532|6,151168|23,042894|11,947522|8,083484|6,151168
wma|7|0,689275|4,504338|2,926921|3,638456|4,930922|23,098545|7,245083|5,715538|4,930922
wma|8|0,677582|5,120401|2,589938|3,310063|4,604068|22,884747|8,141737|5,939459|4,604068
wma|9|0,710960|5,486728|1,931335|2,494139|3,584573|22,921086|3,614187|3,771781|3,584573
wma|10|0,757492|6,442221|5,413616|6,372009|7,456444|22,926548|15,297112|10,519968|7,456444
wma|11|0,779378|6,796034|4,529993|5,398953|6,559625|22,713065|13,976599|9,033794|6,559625
wma|12|0,677173|5,028047|2,936990|3,673349|5,062802|22,945787|9,741406|6,753623|5,062802
wma|13|0,709985|5,492387|3,715229|4,483128|5,692470|23,031113|9,491279|6,859717|5,692470
wma|14|0,748486|6,559562|4,156953|5,005622|6,182729|23,144591|12,817793|8,379139|6,182729
wma|15|0,705841|5,533039|4,005352|4,845928|5,842913|22,857571|9,664296|7,082240|5,842913
wma|16|0,775573|7,226941|3,847739|4,690462|5,690040|22,972404|11,002958|7,333812|5,690040
wma|17|0,688296|5,623887|2,095603|2,725282|3,810803|22,594357|4,737693|4,380098|3,810803
wma|18|0,680689|5,349778|2,935084|3,710062|4,879451|22,914337|8,341083|6,204246|4,879451
wma|19|0,698798|5,899565|1,844401|2,381464|3,488932|22,887673|3,326693|3,684878|3,488932
wma|20|0,676431|4,590798|2,410441|3,096027|4,205338|22,762649|5,425979|4,735796|4,205338
wma|21|0,706018|5,061564|3,208445|3,971814|5,146865|22,853981|8,725207|6,389952|5,146865
wma|22|0,704430|5,587016|2,758248|3,514713|4,711201|22,780159|8,071750|5,982515|4,711201
wma|23|0,680594|5,413277|2,725444|3,480492|4,681306|22,839581|7,899125|5,914631|4,681306
wma|24|0,708130|5,611529|2,177074|2,811880|3,939693|22,591961|4,864525|4,399370|3,939693
wma|25|0,683509|4,927316|2,113772|2,755495|3,936750|22,711148|5,203099|4,658669|3,936750
wma|26|0,735557|5,860584|3,677728|4,537374|5,644770|22,959279|11,676545|7,851819|5,644770
wma|27|0,777428|8,157336|3,512972|4,420110|5,136803|22,599729|10,220841|6,860582|5,136803
wma|28|0,729666|5,717643|4,439569|5,344359|6,236182|22,586105|11,465986|8,024367|6,236182
wma|29|0,724939|5,396258|3,216782|4,007560|5,033537|22,856434|7,568749|5,902407|5,033537
ema|0|0,832522|7,286975|4,967890|5,958399|5,582996|22,642297|13,569920|8,503115|5,582996
ema|1|0,812045|11,956011|11,700266|12,855771|12,043883|22,964140|26,139260|22,244980|12,043883
ema|2|0,675932|5,630722|2,546257|3,241785|4,315029|22,719068|5,012805|4,492788|4,315029
ema|3|0,670396|4,828085|3,473235|4,262316|5,513109|22,969291|9,067356|6,674954|5,513109
ema|4|0,667413|5,429161|2,661131|3,400786|4,652695|22,734475|7,767143|5,790907|4,652695
ema|5|0,690404|5,836035|2,728719|3,478777|4,621757|22,696775|7,529887|5,708248|4,621757
ema|6|0,681969|5,338558|2,657341|3,401515|4,617775|22,895759|8,053890|5,890267|4,617775
ema|7|0,674602|5,216986|3,714347|4,559699|5,415110|22,682090|8,334548|6,383090|5,415110
ema|8|0,690706|6,188388|5,876917|6,804883|7,711862|22,740642|13,364796|9,531339|7,711862
ema|9|0,677250|4,923591|4,733795|5,523253|6,832441|23,117556|11,758636|8,498228|6,832441
ema|10|0,678406|5,989445|5,057885|5,930293|7,058735|22,871662|12,516199|8,869532|7,058735
ema|11|0,684194|6,126764|4,299176|5,175122|6,260086|22,767203|12,367046|8,334839|6,260086
ema|12|0,664797|5,687446|5,274403|6,179959|7,210205|22,687898|13,123683|9,313969|7,210205
ema|13|0,660302|5,575911|2,801504|3,554206|4,811595|22,756560|8,721555|6,262871|4,811595
ema|14|0,701633|6,132034|5,702102|6,585076|7,642818|23,052440|13,362876|9,497093|7,642818
ema|15|0,692429|5,771437|1,896007|2,458610|3,647361|22,778582|3,832618|3,957155|3,647361
ema|16|0,707488|6,484075|5,154988|5,966174|7,112735|22,934043|12,821916|8,739926|7,112735
ema|17|0,637232|5,098150|4,326922|5,181925|6,388475|22,783166|12,266744|8,580131|6,388475
ema|18|0,664657|5,155520|2,528968|3,234982|4,473012|22,948665|6,817621|5,387263|4,473012
ema|19|0,651041|5,360104|4,349352|5,256839|6,126513|22,620827|10,679718|7,797192|6,126513
ema|20|0,682249|5,614128|2,018718|2,621643|3,800778|22,815051|4,375976|4,222883|3,800778
ema|21|0,649484|5,443863|4,848959|5,761807|6,620748|22,515146|11,167386|8,170251|6,620748
ema|22|0,642417|4,337053|1,945429|2,514342|3,549711|22,619668|3,323469|3,618484|3,549711
ema|23|0,645241|5,099491|2,403105|3,097139|4,320343|22,840693|6,419995|5,190748|4,320343
ema|24|0,667408|5,697794|2,710170|3,457170|4,610975|22,694220|7,377448|5,678943|4,610975
ema|25|0,669852|5,640499|2,979958|3,771856|4,847800|22,726009|8,045985|6,028230|4,847800
ema|26|0,648969|5,326447|2,403542|3,100381|4,339253|22,853141|6,736625|5,350373|4,339253
ema|27|0,690801|5,757306|5,539917|6,341393|7,587534|23,134286|13,167954|9,276030|7,587534
ema|28|0,653691|5,121722|2,197122|2,854836|3,949748|22,635027|4,944195|4,517330|3,949748
ema|29|0,674141|5,566026|2,743563|3,483826|4,695714|22,819767|7,773343|5,820040|4,695714
roc|0|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą|nie jest liczbą
roc|1|0,750890|9,520568|6,581357|7,708502|8,094339|23,111383|19,951686|13,812087|8,094339
roc|2|0,747034|6,622225|5,305304|6,379263|8,515404|22,728847|10,943491|7,497218|8,515404
roc|3|0,784140|11,277071|10,270836|11,764962|13,603621|23,775932|16,290728|14,888630|13,603621
roc|4|0,734141|10,234747|8,987169|10,764490|15,574762|24,346553|12,804801|10,174792|15,574762
roc|5|0,750271|9,581524|6,394289|8,063657|10,727949|24,312891|11,306486|9,950426|10,727949
roc|6|0,944188|15,050832|10,417799|12,888613|16,003503|23,535411|19,396866|12,231439|16,003503
roc|7|0,766149|10,444392|5,998605|7,567381|10,432364|24,263482|16,686815|6,664530|10,432364
roc|8|0,814349|12,459937|11,228146|12,253742|15,046912|23,225688|15,519588|11,116195|15,046912
roc|9|0,792671|9,794915|7,019926|7,359101|11,411634|24,065071|16,654163|7,222415|11,411634
roc|10|0,805524|11,226057|6,395732|6,101701|9,685091|24,682462|16,014657|6,680354|9,685091
roc|11|0,814930|11,072777|8,806357|8,412107|12,213049|24,333802|17,152496|8,592673|12,213049
roc|12|0,878684|10,886108|9,151831|9,327931|10,812260|24,116900|14,266473|13,929713|10,812260
roc|13|0,814345|11,898212|13,704250|13,563656|13,828631|24,205543|15,697801|17,946645|13,828631
roc|14|0,774695|9,230920|9,629711|9,442015|10,049210|24,242791|16,290649|11,972927|10,049210
roc|15|1,017187|17,900080|22,538432|21,864331|22,399657|22,780095|21,324142|22,483168|22,399657
roc|16|0,823340|8,615267|6,645644|7,345183|9,017407|24,659214|15,376466|11,650917|9,017407
roc|17|0,902860|11,867999|9,396895|10,642950|11,692472|24,212334|17,383052|15,103249|11,692472
roc|18|0,766793|11,559381|14,841606|15,411035|17,365558|24,216112|19,989601|19,755904|17,365558
roc|19|0,930809|13,568359|15,892232|16,717544|18,374846|24,135725|15,732150|19,531988|18,374846
roc|20|0,781307|11,733141|10,615330|11,742878|13,262307|23,790627|18,343619|18,706259|13,262307
roc|21|0,830124|17,468375|21,265160|22,310685|23,673202|23,187753|18,119811|19,492240|23,673202
roc|22|0,780819|10,963843|13,569771|14,414554|16,258226|23,918759|16,522865|17,786287|16,258226
roc|23|0,802409|12,554709|14,194929|15,192908|16,999362|24,511536|15,986645|18,607052|16,999362
roc|24|0,884295|14,787311|17,102803|18,274619|21,258328|22,789261|19,750928|21,293717|21,258328
roc|25|0,775964|17,813533|24,343211|24,775168|27,169002|22,521515|19,971108|22,145230|27,169002
roc|26|0,840782|11,453766|8,908870|9,857902|11,271560|23,007817|21,204393|16,372054|11,271560
roc|27|1,056409|16,161746|18,834953|19,857981|20,744983|22,342883|24,552782|21,265950|20,744983
roc|28|0,749268|13,707504|15,269491|16,473401|17,538195|23,939534|17,560690|18,830196|17,538195
roc|29|0,806977|14,669695|16,700445|17,130434|18,430140|21,724933|19,506585|19,462445|18,430140
macd|0|0,880990|7,621192|4,054695|5,342606|3,554577|22,952540|9,572140|6,803983|3,554577
macd|1|0,717740|14,357797|17,177135|18,155794|19,499923|21,174701|27,876358|16,159530|19,499923
macd|2|0,766449|6,526713|3,603119|4,424295|5,468996|22,436639|9,903446|6,887043|5,468996
macd|3|0,710450|6,643184|6,156932|7,076069|8,054395|22,937250|14,164564|10,041231|8,054395
macd|4|0,687279|5,030836|4,304296|5,107102|6,216693|22,509216|9,696429|7,199964|6,216693
macd|5|0,770789|7,864140|6,910952|7,933561|8,701425|22,886374|16,628882|11,470405|8,701425
macd|6|0,680211|5,927961|3,959639|4,834841|5,568749|22,547223|8,833489|6,600477|5,568749
macd|7|0,687431|5,724796|3,359043|4,171905|5,436442|22,999726|11,419936|7,565029|5,436442
macd|8|0,684977|4,461048|3,117964|3,846657|5,119679|23,152470|7,432835|5,890187|5,119679
macd|9|0,713692|5,968937|5,981108|6,818226|8,017344|23,093437|13,810367|9,958728|8,017344
macd|10|0,652295|4,615660|3,398236|4,198898|5,331755|22,803921|8,738334|6,567954|5,331755
macd|11|0,674053|5,686155|3,311081|4,128496|5,170677|22,662410|9,003062|6,499658|5,170677
macd|12|0,681563|4,644701|3,954924|4,749834|5,873897|22,858023|8,680725|6,741192|5,873897
macd|13|0,681761|6,607006|6,675713|7,658987|8,345769|22,692293|13,926494|10,167568|8,345769
macd|14|0,677648|5,419044|2,367692|3,043433|4,261088|22,931719|5,947181|4,953137|4,261088
macd|15|0,713496|7,464279|7,455956|8,368852|9,223006|22,799774|15,506840|10,997499|9,223006
macd|16|0,664338|5,602230|3,262238|4,033470|5,338583|22,748294|10,370301|7,047235|5,338583
macd|17|0,661285|4,492104|2,558790|3,228260|4,582284|23,021508|6,675184|5,367882|4,582284
macd|18|0,664420|4,390494|3,765561|4,546927|5,783084|22,637484|9,265796|6,955670|5,783084
macd|19|0,683947|7,334370|4,598369|5,510139|6,520468|22,941074|13,630363|8,873091|6,520468
macd|20|0,661964|6,422250|6,232796|7,220419|7,990383|22,591418|13,888283|9,998049|7,990383
macd|21|0,636733|4,116510|2,971911|3,708336|5,073729|22,754667|8,768101|6,520421|5,073729
macd|22|0,660210|5,294147|3,038351|3,786695|5,067964|22,900248|8,731372|6,320236|5,067964
macd|23|0,684227|6,164126|2,347556|3,040437|4,158891|22,748550|6,049669|4,999211|4,158891
macd|24|0,658476|5,425306|3,705308|4,495602|5,838990|22,800996|12,120832|8,102079|5,838990
macd|25|0,662468|4,482923|3,347066|4,094888|5,324337|23,103658|7,912737|6,187005|5,324337
macd|26|0,653780|5,462434|3,293728|4,122733|5,089883|22,670350|8,539797|6,360181|5,089883
macd|27|0,668774|6,243575|4,107563|4,934583|6,135846|22,729888|12,333980|8,156790|6,135846
macd|28|0,690591|4,634321|2,222723|2,862351|3,873438|22,237305|4,245299|4,097540|3,873438
macd|29|0,643160|5,006528|2,478726|3,171816|4,344566|22,908015|5,869269|4,934196|4,344566
oscil|0|0,783422|8,241991|4,916586|5,980757|6,486980|23,585500|15,689895|10,662384|6,486980
oscil|1|0,829424|8,068928|4,663235|5,557452|5,961675|23,531482|12,097097|8,833817|5,961675
oscil|2|0,817119|6,840013|8,121071|9,118334|10,405014|23,080362|16,270859|12,052165|10,405014
oscil|3|0,883426|12,464570|11,729158|13,183288|14,291856|20,854172|24,204816|18,230842|14,291856
oscil|4|0,774814|8,145976|5,389417|6,611335|8,429847|23,122091|16,034410|8,497460|8,429847
oscil|5|0,829345|10,558214|9,512570|11,516317|14,038419|22,399913|20,801778|13,091674|14,038419
oscil|6|0,816060|10,815459|8,121945|9,872067|12,372008|25,073827|19,833538|10,848420|12,372008
oscil|7|0,788498|7,827642|4,715237|6,146989|9,641506|25,991128|8,640309|5,236959|9,641506
oscil|8|0,808375|12,276837|9,123202|10,961025|15,808142|25,292734|20,187417|10,689226|15,808142
oscil|9|0,769543|9,666355|5,073253|6,137689|8,560426|26,217338|13,269833|6,298623|8,560426
oscil|10|0,865086|14,134574|15,454623|16,472151|18,717208|24,598805|24,280509|18,849014|18,717208
oscil|11|0,790240|8,794698|6,065524|7,119233|8,714818|24,288120|17,026853|9,307535|8,714818
oscil|12|0,804375|9,331847|3,378616|4,244703|5,709221|25,447979|12,223751|5,345378|5,709221
oscil|13|0,865646|9,495694|4,854843|5,814218|6,941873|24,895874|14,109567|7,553942|6,941873
oscil|14|0,730024|10,752718|6,900685|7,688050|9,687465|26,176653|16,299612|8,883677|9,687465
oscil|15|0,890413|11,168188|5,849853|6,803017|7,869864|24,458312|15,437315|7,957670|7,869864
oscil|16|0,802827|12,200491|10,726517|11,294032|13,761261|27,402379|19,174352|14,353990|13,761261
oscil|17|0,792006|10,141624|8,744692|9,654906|11,284310|25,595803|19,636375|12,867351|11,284310
oscil|18|0,747752|8,622604|7,203961|7,915997|10,031832|23,926291|16,203634|9,639322|10,031832
oscil|19|0,795055|12,525474|11,635651|12,533442|14,450468|26,333797|16,943743|16,379512|14,450468
oscil|20|0,897837|10,035162|6,000350|6,970880|8,361518|27,501611|10,645189|6,368536|8,361518
oscil|21|0,831155|9,736000|7,005578|8,043107|9,631067|26,712440|15,398570|9,347584|9,631067
oscil|22|0,846598|11,851555|13,138719|14,089066|16,207816|26,193664|17,298643|15,808021|16,207816
oscil|23|0,886285|9,518690|3,945057|4,972658|5,223322|26,158390|12,303263|8,239716|5,223322
oscil|24|0,824036|10,356834|10,647831|11,536636|13,229629|24,817257|20,826558|14,360102|13,229629
oscil|25|0,885170|8,668373|7,761567|8,664565|9,996382|25,868714|15,946342|10,011273|9,996382
oscil|26|0,825271|10,209552|9,697618|10,828286|11,690974|25,794027|21,920144|15,021841|11,690974
oscil|27|0,806417|9,432458|7,976201|8,532224|11,071259|26,593975|15,629004|8,692993|11,071259
oscil|28|0,803215|14,658576|15,768605|16,706012|18,610129|24,605292|19,612329|19,434907|18,610129
oscil|29|0,847894|11,549798|9,093660|10,141822|11,868595|23,567129|15,940818|12,615132|11,868595
