rate|momentum|alpha|teach error|predic error 30%|10 values|5 |1|predic error 30%|10 values|5 |1
0,3|0|1,2|0,887637|6,806129|6,762227|7,598046|9,461788|17,327466|12,908147|11,116479|9,461788
0,3|0|1,3|0,861802|10,128060|11,866048|12,643803|14,634386|15,586418|14,278526|16,432110|14,634386
0,3|0|1,4|0,683169|6,419070|8,235839|8,823752|11,015999|23,119354|14,754959|10,735702|11,015999
0,3|0|1,5|0,727119|11,399458|12,180825|12,968006|15,090589|22,469432|24,103483|18,005513|15,090589
0,3|0|1,6|0,675824|4,781340|3,689840|4,449392|5,919177|23,600428|12,481216|8,182393|5,919177
0,3|0|1,7|0,711504|8,222651|3,997618|4,841327|6,634429|22,253110|7,600492|5,382467|6,634429
0,3|0|1,8|1,000922|9,824283|12,078836|12,674886|15,092458|22,737434|18,551660|17,037318|15,092458
0,3|0|1,9|0,781055|12,154438|11,560216|12,464326|14,493622|22,172498|24,559776|17,540485|14,493622
0,3|0|2|0,981480|15,145037|12,888294|13,683751|16,677317|23,665022|21,497638|19,162094|16,677317
0,3|0|2,1|0,782859|8,731105|6,142520|7,062837|8,739857|21,467445|19,810856|12,456193|8,739857
0,3|0|2,2|0,790347|11,350240|8,824427|9,650633|11,867234|20,191153|20,978335|13,382374|11,867234
0,3|0|2,3|0,861401|10,138252|7,932430|8,656134|10,996355|21,883851|20,539787|9,274341|10,996355
0,3|0|2,4|0,787174|10,139921|10,417764|11,135806|13,401252|21,854472|16,878344|15,072539|13,401252
0,3|0|2,5|0,877703|14,470823|16,527337|17,191440|19,489343|25,162797|25,912091|18,829665|19,489343
0,3|0|2,6|0,813099|8,614059|7,565991|8,333420|10,423406|21,559077|12,637297|11,371422|10,423406
0,3|0|2,7|0,811769|8,874593|6,091217|6,935431|8,626562|21,227539|18,830853|11,286125|8,626562
0,3|0|2,8|1,152452|17,123003|23,641556|24,036880|26,676449|24,875876|20,594055|21,846786|26,676449
0,3|0|2,9|0,908454|17,786396|23,921314|24,366086|26,952971|22,474443|27,155699|24,095523|26,952971
0,3|0|3|1,097112|10,340099|9,415709|10,322392|11,737675|25,478208|24,260055|17,134113|11,737675
0,3|0|3,1|1,051694|15,369113|18,880685|19,419645|21,878437|27,056356|27,736626|20,908609|21,878437
0,3|0|3,2|1,269227|11,400561|11,149022|11,963634|13,670809|26,804959|24,300386|17,229920|13,670809
0,3|0|3,3|1,290166|17,242528|23,003015|23,553352|25,584979|20,574645|27,782267|25,098018|25,584979
0,3|0|3,4|1,834877|14,964958|17,081061|17,837370|19,626757|22,985672|26,443920|22,299865|19,626757
0,3|0|3,5|1,231574|17,226926|20,605191|21,302115|23,419344|21,032506|27,895667|24,865994|23,419344
0,3|0|3,6|1,826151|11,989402|9,424804|10,204719|12,443189|26,470570|22,945560|13,359343|12,443189
0,3|0|3,7|1,351550|16,711349|21,852308|22,436413|24,222237|23,365821|27,334837|24,339345|24,222237
0,3|0|3,8|2,826904|14,016048|14,189044|14,971362|16,702941|21,032591|25,430797|19,917240|16,702941
0,3|0|3,9|1,702447|16,806222|23,094354|23,802019|25,111777|25,707858|29,438206|27,824024|25,111777
0,3|0|4|174,512885|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,1|173,769896|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,2|174,837619|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,3|174,512870|29,095576|39,118848|39,636835|41,329998|29,095577|39,118850|39,636835|41,329998
0,3|0|4,4|178,189984|30,393106|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,5|176,039393|29,095577|39,118850|39,636837|41,330000|29,095577|45,249240|50,636108|41,330000
0,3|0|4,6|173,936988|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,7|174,000665|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,8|174,512885|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
0,3|0|4,9|174,000665|29,095577|39,118850|39,636837|41,330000|29,095577|39,118850|39,636837|41,330000
